"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY","North Somerset UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","432.5586438658853","3.3359999999999999","429.22264386588529","0","0","0","432.5586438658853","3.3359999999999999","429.22264386588529","0","0","0","0","429.22264386588529","432.5586438658853","429.22264386588529"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","432.5586438658853","3.3359999999999999","429.22264386588529","0","0","0","432.5586438658853","3.3359999999999999","429.22264386588529","0","0","0","0","429.22264386588529","432.5586438658853","429.22264386588529"
"A2","Complaints procedures","53.263977327312901","0","53.263977327312901","11.873378806801806","0","11.873378806801806","65.137356134114711","0","65.137356134114711","0","0","0","0","65.137356134114711","65.137356134114711","65.137356134114711"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Adults' services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"Generic services","53.263977327312901","0","53.263977327312901","11.873378806801806","0","11.873378806801806","65.137356134114711","0","65.137356134114711","0","0","0","0","65.137356134114711","65.137356134114711","65.137356134114711"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","485.82262119319819","3.3359999999999999","482.48662119319818","11.873378806801806","0","11.873378806801806","497.69599999999997","3.3359999999999999","494.36000000000001","0","0","0","0","494.36000000000001","497.69599999999997","494.36000000000001"
NA,"of which (where known): Children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
