"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY","Enfield",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","258.14499999999998","0","258.14499999999998","0.098000000000000004","0","0.098000000000000004","258.24299999999999","0","258.24299999999999","0","0","0","0","258.24299999999999","258.24299999999999","258.24299999999999"
NA,"of which (where known): Children's and families services","130","0","130","0","0","0","130","0","130","0","0","0","0","130","130","130"
NA,"Adults' services","128.14500000000001","0","128.14500000000001","0.098000000000000004","0","0.098000000000000004","128.24300000000002","0","128.24300000000002","0","0","0","0","128.24300000000002","128.24300000000002","128.24300000000002"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A2","Complaints procedures","201.00700000000001","3.3479999999999999","197.65899999999999","0.0030000000000000001","0","0.0030000000000000001","201.00999999999999","3.3479999999999999","197.66199999999998","0.65300000000000002","0","5.444","6.0969999999999995","191.565","194.91299999999998","192.21799999999999"
NA,"of which (where known): Children's and families services","7","0","7","0","0","0","7","0","7","0","0","0","0","7","7","7"
NA,"Adults' services","194.131","3.3479999999999999","190.78299999999999","0.0030000000000000001","0","0.0030000000000000001","194.13399999999999","3.3479999999999999","190.78599999999997","0.65300000000000002","0","5.444","6.0969999999999995","184.68899999999996","188.03699999999998","185.34199999999998"
NA,"Generic services","-0.12399999999999523","0","-0.12399999999999523","0","0","0","-0.12399999999999523","0","-0.12399999999999523","0","0","0","0","-0.12399999999999523","-0.12399999999999523","-0.12399999999999523"
