"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY","Islington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","247.328","0","247.328","0","0","0","247.328","0","247.328","0","0","0","0","247.328","247.328","247.328"
NA,"of which (where known): Children's and families services","82","0","82","0","0","0","82","0","82","0","0","0","0","82","82","82"
NA,"Adults' services","165.328","0","165.328","0","0","0","165.328","0","165.328","0","0","0","0","165.328","165.328","165.328"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A2","Complaints procedures","184.15095000000002","0","184.15095000000002","18.839729999999999","0","18.839729999999999","202.99068000000003","0","202.99068000000003","0","0","0","0","202.99068000000003","202.99068000000003","202.99068000000003"
NA,"of which (where known): Children's and families services","61","0","61","0","0","0","61","0","61","0","0","0","0","61","61","61"
NA,"Adults' services","123.15095000000002","0","123.15095000000002","0","0","0","123.15095000000002","0","123.15095000000002","0","0","0","0","123.15095000000002","123.15095000000002","123.15095000000002"
NA,"Generic services","0","0","0","18.839729999999999","0","18.839729999999999","18.839729999999999","0","18.839729999999999","0","0","0","0","18.839730000000003","18.839729999999999","18.839729999999999"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","431.47895000000005","0","431.47895000000005","18.839729999999999","0","18.839729999999999","450.31868000000003","0","450.31868000000003","0","0","0","0","450.31868000000003","450.31868000000003","450.31868000000003"
NA,"of which (where known): Children's and families services","143","0","143","0","0","0","143","0","143","0","0","0","0","143","143","143"
NA,"Adults' services","288.47895000000005","0","288.47895000000005","0","0","0","288.47895000000005","0","288.47895000000005","0","0","0","0","288.47895000000005","288.47895000000005","288.47895000000005"
