"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY","Kingston upon Hull UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","266.173","0","266.173","0","0","0","266.173","0","266.173","0","0","73","73","193.173","193.173","193.173"
NA,"of which (where known): Children's and families services","88.102999999999994","0","88.102999999999994","0","0","0","88.102999999999994","0","88.102999999999994","0","0","0","0","88.102999999999994","88.102999999999994","88.102999999999994"
NA,"Adults' services","178.06999999999999","0","178.06999999999999","0","0","0","178.06999999999999","0","178.06999999999999","0.016","0","73.359999999999999","73.376000000000005","104.69399999999999","104.69399999999999","104.70999999999999"
NA,"Generic services","0","0","0","0","0","0","0","0","0","-0.016","0","-0.35999999999999943","-0.37600000000000477","0.37600000000001899","0.37600000000000477","0.35999999999999943"
"A2","Complaints procedures","98.733000000000004","0","98.733000000000004","0","0","0","98.733000000000004","0","98.733000000000004","0","0","1.4079999999999999","1.4079999999999999","97.325000000000003","97.325000000000003","97.325000000000003"
NA,"of which (where known): Children's and families services","53.090000000000003","0","53.090000000000003","0","0","0","53.090000000000003","0","53.090000000000003","0","0","0","0","53.090000000000003","53.090000000000003","53.090000000000003"
NA,"Adults' services","45.643000000000001","0","45.643000000000001","0","0","0","45.643000000000001","0","45.643000000000001","0","0","1.4079999999999999","1.4079999999999999","44.234999999999999","44.234999999999999","44.234999999999999"
NA,"Generic services","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","364.90600000000001","0","364.90600000000001","0","0","0","364.90600000000001","0","364.90600000000001","0","0","74.408000000000001","74.408000000000001","290.49799999999999","290.49799999999999","290.49799999999999"
