"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","14733.485750439784","280.50700000000001","14452.978750439783","491.29904534401373","0","491.29904534401373","15224.784795783798","280.50700000000001","14944.277795783797","50.707414499999999","1189.5331899999999","614.71789335160997","1854.95849785161","13089.319297932187","13369.826297932186","13140.026712432187"
NA,"of which (where known): Children's and families services","2334.63586147653","1","2333.63586147653","26","0","26","2360.63586147653","1","2359.63586147653","0","45","4","49","2310.63586147653","2311.63586147653","2310.63586147653"
NA,"Adults' services","3108.6857397068238","15","3093.6857397068238","199","0","199","3307.6857397068238","15","3292.6857397068238","0.016","192","108.36","300.37599999999998","2992.3097397068236","3007.3097397068236","2992.3257397068237"
NA,"Generic services","9290.1641492564304","264.50700000000001","9025.6571492564308","266.29904534401373","0","266.29904534401373","9556.4631946004447","264.50700000000001","9291.9561946004433","50.6914145","952.53318999999999","502.35789335161002","1505.5824978516098","7786.373696748833","8050.8806967488326","7837.0651112488331"
"A2","Complaints procedures","2229.5042887583249","7.5209999999999999","2221.9832887583248","67.87337880680181","0","67.87337880680181","2297.3776675651266","7.5209999999999999","2289.8566675651268","0","99.001615000000001","117.84810539999999","216.8497204","2073.0069471651268","2080.5279471651265","2073.0069471651268"
NA,"of which (where known): Children's and families services","275.10623207471104","0","275.10623207471104","0","0","0","275.10623207471104","0","275.10623207471104","0","0","0","0","275.10623207471104","275.10623207471104","275.10623207471104"
NA,"Adults' services","630.07103401228756","0","630.07103401228756","51","0","51","681.07103401228756","0","681.07103401228756","0","99","21.408000000000001","120.408","560.66303401228754","560.66303401228754","560.66303401228754"
