"PSS EXPENDITURE IN 2005-06 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","PSS EX1 Return for 2005-06 Draft 3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision by others",NA,NA,"Total (including joint arrangements)",NA,NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","Expenditure","Capital","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding","including","charges","excluding","including","charges","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital","capital","(council's","capital","capital","(council's","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges","charges","own assets)","charges","charges","own assets)","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","col G","col H = F - G","Col I = C + F","Col J = D + G","Col K = E + H","col L","col M","col N","col O = (L to N)","col P = K - O","col Q = I - O","col R = K - M - N"
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","56867.597932021505","2090.6275784505997","54776.970353570905","817.39704534401369","0","817.39704534401369","57684.994977365524","2090.6275784505997","55594.367398914925","548.83106861942611","1607.8948987932406","1441.545362665946","3598.2713300786127","51996.096068836312","54086.723647286912","52544.927137455743"
NA,"of which (where known): Children's and families services","8157.1648427031942","1","8156.1648427031942","26","0","26","8183.1648427031942","1","8182.1648427031942","0","45","7","52","8130.1648427031942","8131.1648427031942","8130.1648427031942"
NA,"Adults' services","14490.812322976755","500","13990.812322976755","199.09800000000001","0","199.09800000000001","14689.910322976753","500","14189.910322976753","7.016","355","300.36000000000001","662.37599999999998","13527.534322976753","14027.534322976753","13534.550322976753"
NA,"Generic services","34219.620766341555","1589.6275784505995","32629.993187890963","592.29904534401373","0","592.29904534401373","34811.91981168557","1589.6275784505995","33222.292233234977","541.81506861942603","1207.8948987932406","1134.1853626659461","2883.8953300786125","30338.396903156365","31928.024481606964","30880.211971775789"
"A2","Complaints procedures","13681.708314787844","26.435447853542332","13655.2728669343","145.07710880680179","0","145.07710880680179","13826.785423594643","26.435447853542332","13800.349975741103","17.566025927549628","102.01835066893466","429.51187673375495","549.09625333023928","13251.253722410866","13277.689170264406","13268.819748338414"
NA,"of which (where known): Children's and families services","1444.262383222163","1","1443.262383222163","0","0","0","1444.262383222163","1","1443.262383222163","0","0","0","0","1443.262383222163","1444.262383222163","1443.262383222163"
