"PSS EXPENDITURE IN 2001-02 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2001-02","...15"
"Complete cells N134, N136 and N138 and check that cell N140 matches total social services expenditure recorded in the authority's accounts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","338.7583735008763","0","338.7583735008763","0","338.7583735008763","338.7583735008763","0","0","251.42326","251.42326","87.335113500876304","87.335113500876304","87.335113500876304"
"A2","Registration and inspection","309.37360160309237","0","309.37360160309237","15.213774571495742","324.58737617458809","324.58737617458809","0","0","48.839750000000002","48.839750000000002","275.74762617458811","275.74762617458811","275.74762617458811"
"A3","Complaints procedures","89.455102403935371","0","89.455102403935371","0","89.455102403935371","89.455102403935371","0","0","0","0","89.455102403935371","89.455102403935371","89.455102403935371"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","737.58707750790404","0","737.58707750790404","15.213774571495742","752.80085207939976","752.80085207939976","0","0","300.26301000000001","300.26301000000001","452.53784207939975","452.53784207939975","452.53784207939975"
