"SOCIAL CARE EXPENDITURE IN 2007-08 INCLUDING SSMSS COSTS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18"
"Check that cell L112 and L179 match total social services expenditure for Children's and Families services and Adults' services recorded in the authority's accounts and complete cells L115 and L182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All entries in £'000s",NA,"GROSS TOTAL COST",NA,NA,NA,"INCOME",NA,NA,NA,NA,NA,NA,NA,"MEMORANDUM",NA,NA,NA
"Service",NA,"Current expenditure including capital charges",NA,NA,"TOTAL","Client",NA,NA,NA,NA,NA,NA,NA,"Capital charges",NA,NA,NA
NA,NA,"Own provision",NA,"Grants","EXPENDITURE","contributions",NA,NA,NA,"INCOME",NA,NA,NA,"Own","Provision",NA,NA
NA,NA,"(including",NA,"to","(including","(Sales,",NA,"Income",NA,"(including","NET","GROSS",NA,"Provision","by others","NET","GROSS"
NA,NA,"joint","Provision","Voluntary","joint","Fees and","Joint","from","Other","joint","TOTAL","TOTAL",NA,"included in","included in","CURRENT","CURRENT"
NA,NA,"arrangements)","by others","Organisations","arrangements)","Charges)","arrangements","NHS","income","arrangements)","EXPENDITURE","EXPENDITURE",NA,"col C","cols D and E","EXPENDITURE","EXPENDITURE"
"col A","col B","col C","col D","col E","col F = (C to E)","col G","col H","col I","col J","col K = (G to J)","col L = (F - K)","col M = F - H - I - J",NA,"col O","col P","col Q = (L - O - P)",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ADULTS' SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A:","SERVICE STRATEGY: Adults' services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management",NA,"190",NA,"190",NA,"0","0","190","190","0","0",NA,NA,"0","0","0"
"A2","Complaints procedures",NA,"65",NA,"65",NA,"0","0","65","65","0","0",NA,NA,"0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","0","255","0","255","0","0","0","255","255","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","Assessment and care management","3299","0",NA,"3299","0","0","0","0","0","3299","3299",NA,"0","0","3299","3299"
"B2","Nursing care placements",NA,"3215",NA,"3215","1401","0","0","0","1401","1814","3215",NA,"0","0","1814","3215"
"B3","Residential care placements","1564","12891",NA,"14455","5825","0","0","0","5825","8630","14455",NA,"90","0","8540","14365"
"B4","Supported and other accommodation","0","0",NA,"0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"B5","Direct payments",NA,"810",NA,"810","0","0","0","0","0","810","810",NA,"0","0","810","810"
"B6","Home care","2375","2844",NA,"5219","757","0","0","0","757","4462","5219",NA,"0","0","4462","5219"
"B7","Day care","658","436",NA,"1094","205","0","0","0","205","889","1094",NA,"9","4","876","1081"
"B8","Equipment and adaptations","55","18",NA,"73","0","0","0","0","0","73","73",NA,"0","0","73","73"
"B9","Meals","82","125",NA,"207","123","0","0","0","123","84","207",NA,"0","0","84","207"
"B10","Other services to older people","202","448","314","964","0","0","0","95","95","869","869",NA,"28","0","841","841"
"B11","TOTAL OLDER PEOPLE excluding Supporting People (LINES B1 to B10)","8235","20787","314","29336","8311","0","0","95","8406","20930","29241",NA,"127","4","20799","29110"
"B12","Supporting People","0","0","0","0",NA,"0","0","0","0","0","0",NA,"0","0","0","0"
"B13","TOTAL OLDER PEOPLE including Supporting People (LINES B11+B12)","8235","20787","314","29336","8311","0","0","95","8406","20930","29241",NA,"127","4","20799","29110"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
