"SOCIAL CARE EXPENDITURE IN 2007-08 INCLUDING SSMSS COSTS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18"
"Check that cell L112 and L179 match total social services expenditure for Children's and Families services and Adults' services recorded in the authority's accounts and complete cells L115 and L182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All entries in £'000s",NA,"GROSS TOTAL COST",NA,NA,NA,"INCOME",NA,NA,NA,NA,NA,NA,NA,"MEMORANDUM",NA,NA,NA
"Service",NA,"Current expenditure including capital charges",NA,NA,"TOTAL","Client",NA,NA,NA,NA,NA,NA,NA,"Capital charges",NA,NA,NA
NA,NA,"Own provision",NA,"Grants","EXPENDITURE","contributions",NA,NA,NA,"INCOME",NA,NA,NA,"Own","Provision",NA,NA
NA,NA,"(including",NA,"to","(including","(Sales,",NA,"Income",NA,"(including","NET","GROSS",NA,"Provision","by others","NET","GROSS"
NA,NA,"joint","Provision","Voluntary","joint","Fees and","Joint","from","Other","joint","TOTAL","TOTAL",NA,"included in","included in","CURRENT","CURRENT"
NA,NA,"arrangements)","by others","Organisations","arrangements)","Charges)","arrangements","NHS","income","arrangements)","EXPENDITURE","EXPENDITURE",NA,"col C","cols D and E","EXPENDITURE","EXPENDITURE"
"col A","col B","col C","col D","col E","col F = (C to E)","col G","col H","col I","col J","col K = (G to J)","col L = (F - K)","col M = F - H - I - J",NA,"col O","col P","col Q = (L - O - P)",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ADULTS' SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A:","SERVICE STRATEGY: Adults' services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","45","0","0","45","0","0","0","0","0","45","45",NA,"0","0","45","45"
"A2","Complaints procedures","33","0","0","33","0","0","0","0","0","33","33",NA,"0","0","33","33"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","78","0","0","78","0","0","0","0","0","78","78",NA,"0","0","78","78"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","Assessment and care management","6139","2","38","6179","51","0","74","64","189","5990","6041",NA,"66","0","5924","5975"
"B2","Nursing care placements",NA,"3907","0","3907","907","0","0","0","907","3000","3907",NA,"0","0","3000","3907"
"B3","Residential care placements","1311","13784","0","15095","3915","0","0","319","4234","10861","14776",NA,"9","0","10852","14767"
"B4","Supported and other accommodation","17","1","0","18","5","0","0","0","5","13","18",NA,"0","0","13","18"
"B5","Direct payments",NA,"406","0","406","35","0","0","0","35","371","406",NA,"0","0","371","406"
"B6","Home care","2077","5577","0","7654","1333","0","0","14","1347","6307","7640",NA,"0","0","6307","7640"
"B7","Day care","2277","38","112","2427","446","2","0","7","455","1972","2418",NA,"83","0","1889","2335"
"B8","Equipment and adaptations","111","0","487","598","0","0","0","0","0","598","598",NA,"0","0","598","598"
"B9","Meals","0","36","0","36","12","0","0","0","12","24","36",NA,"0","0","24","36"
"B10","Other services to older people","154","41","258","453","0","0","0","0","0","453","453",NA,"0","0","453","453"
"B11","TOTAL OLDER PEOPLE excluding Supporting People (LINES B1 to B10)","12086","23792","895","36773","6704","2","74","404","7184","29589","36293",NA,"158","0","29431","36135"
"B12","Supporting People",NA,NA,NA,"0",NA,NA,NA,NA,"0","0","0",NA,NA,NA,"0","0"
"B13","TOTAL OLDER PEOPLE including Supporting People (LINES B11+B12)","12086","23792","895","36773","6704","2","74","404","7184","29589","36293",NA,"158","0","29431","36135"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
