"SOCIAL CARE EXPENDITURE IN 2007-08 INCLUDING SSMSS COSTS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18"
"Check that cell L112 and L179 match total social services expenditure for Children's and Families services and Adults' services recorded in the authority's accounts and complete cells L115 and L182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All entries in £'000s",NA,"GROSS TOTAL COST",NA,NA,NA,"INCOME",NA,NA,NA,NA,NA,NA,NA,"MEMORANDUM",NA,NA,NA
"Service",NA,"Current expenditure including capital charges",NA,NA,"TOTAL","Client",NA,NA,NA,NA,NA,NA,NA,"Capital charges",NA,NA,NA
NA,NA,"Own provision",NA,"Grants","EXPENDITURE","contributions",NA,NA,NA,"INCOME",NA,NA,NA,"Own","Provision",NA,NA
NA,NA,"(including",NA,"to","(including","(Sales,",NA,"Income",NA,"(including","NET","GROSS",NA,"Provision","by others","NET","GROSS"
NA,NA,"joint","Provision","Voluntary","joint","Fees and","Joint","from","Other","joint","TOTAL","TOTAL",NA,"included in","included in","CURRENT","CURRENT"
NA,NA,"arrangements)","by others","Organisations","arrangements)","Charges)","arrangements","NHS","income","arrangements)","EXPENDITURE","EXPENDITURE",NA,"col C","cols D and E","EXPENDITURE","EXPENDITURE"
"col A","col B","col C","col D","col E","col F = (C to E)","col G","col H","col I","col J","col K = (G to J)","col L = (F - K)","col M = F - H - I - J",NA,"col O","col P","col Q = (L - O - P)",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ADULTS' SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A:","SERVICE STRATEGY: Adults' services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","233","0","0","233","0","0","0","0","0","233","233",NA,NA,NA,"233","233"
"A2","Complaints procedures","90","0","0","90","0","0","0","0","0","90","90",NA,NA,NA,"90","90"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","323","0","0","323","0","0","0","0","0","323","323",NA,"0","0","323","323"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","Assessment and care management","9932","0","0","9932","10","0","804","2","816","9116","9126",NA,NA,NA,"9116","9126"
"B2","Nursing care placements",NA,"22788","0","22788","8997","0","291","0","9288","13500","22497",NA,NA,NA,"13500","22497"
"B3","Residential care placements","4617","32890","0","37507","11113","0","507","5","11625","25882","36995",NA,"195","38","25649","36762"
"B4","Supported and other accommodation","0","421","0","421","0","0","0","0","0","421","421",NA,NA,NA,"421","421"
"B5","Direct payments",NA,"2330","0","2330","193","0","0","0","193","2137","2330",NA,NA,NA,"2137","2330"
"B6","Home care","18549","11247","239","30035","2570","0","670","0","3240","26795","29365",NA,NA,NA,"26795","29365"
"B7","Day care","773","1488","741","3002","258","0","0","0","258","2744","3002",NA,NA,NA,"2744","3002"
"B8","Equipment and adaptations","1751","0","0","1751","175","0","0","0","175","1576","1751",NA,NA,NA,"1576","1751"
"B9","Meals","0","0","0","0","0","0","0","0","0","0","0",NA,NA,NA,"0","0"
"B10","Other services to older people","4104","505","277","4886","1240","0","0","0","1240","3646","4886",NA,"152",NA,"3494","4734"
"B11","TOTAL OLDER PEOPLE excluding Supporting People (LINES B1 to B10)","39726","71669","1257","112652","24556","0","2272","7","26835","85817","110373",NA,"347","38","85432","109988"
"B12","Supporting People","552","0","0","552","0","0","0","552","552","0","0",NA,NA,NA,"0","0"
"B13","TOTAL OLDER PEOPLE including Supporting People (LINES B11+B12)","40278","71669","1257","113204","24556","0","2272","559","27387","85817","110373",NA,"347","38","85432","109988"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
