"SOCIAL CARE EXPENDITURE IN 2007-08 INCLUDING SSMSS COSTS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18"
"Check that cell L112 and L179 match total social services expenditure for Children's and Families services and Adults' services recorded in the authority's accounts and complete cells L115 and L182.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All entries in £'000s",NA,"GROSS TOTAL COST",NA,NA,NA,"INCOME",NA,NA,NA,NA,NA,NA,NA,"MEMORANDUM",NA,NA,NA
"Service",NA,"Current expenditure including capital charges",NA,NA,"TOTAL","Client",NA,NA,NA,NA,NA,NA,NA,"Capital charges",NA,NA,NA
NA,NA,"Own provision",NA,"Grants","EXPENDITURE","contributions",NA,NA,NA,"INCOME",NA,NA,NA,"Own","Provision",NA,NA
NA,NA,"(including",NA,"to","(including","(Sales,",NA,"Income",NA,"(including","NET","GROSS",NA,"Provision","by others","NET","GROSS"
NA,NA,"joint","Provision","Voluntary","joint","Fees and","Joint","from","Other","joint","TOTAL","TOTAL",NA,"included in","included in","CURRENT","CURRENT"
NA,NA,"arrangements)","by others","Organisations","arrangements)","Charges)","arrangements","NHS","income","arrangements)","EXPENDITURE","EXPENDITURE",NA,"col C","cols D and E","EXPENDITURE","EXPENDITURE"
"col A","col B","col C","col D","col E","col F = (C to E)","col G","col H","col I","col J","col K = (G to J)","col L = (F - K)","col M = F - H - I - J",NA,"col O","col P","col Q = (L - O - P)",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ADULTS' SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A:","SERVICE STRATEGY: Adults' services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","324.23074399503605","61.314149999999998","0","385.54489399503603","6.783515131655002","0","29.890362114337183","0.88379214177902132","37.557669387771206","347.98722460726481","354.77073973891987",NA,"2.4703371189221084","0","345.51688748834272","352.30040261999778"
"A2","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","324.23074399503605","61.314149999999998","0","385.54489399503603","6.783515131655002","0","29.890362114337183","0.88379214177902132","37.557669387771206","347.98722460726481","354.77073973891987",NA,"2.4703371189221084","0","345.51688748834272","352.30040261999778"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","Assessment and care management","8842.0421209944343","0","9.8043099999999992","8851.8464309944338","808.3342060113489","0","421.04524331124702","192.11404520206617","1421.4934945246621","7430.3529364697715","8238.6871424811197",NA,"719.42921048292624","0","6710.9237259868451","7519.2579319981933"
"B2","Nursing care placements",NA,"6968.737776778823","0","6968.737776778823","3171.5182954438219","0","0","0","3171.5182954438219","3797.2194813350011","6968.737776778823",NA,"0","0","3797.2194813350011","6968.737776778823"
"B3","Residential care placements","8541.4927307317394","12618.687232732473","0","21160.179963464212","6632.2182545561773","0","240","13.028259999999998","6885.2465145561773","14274.933448908036","20907.151703464213",NA,"577.51999999999998","0","13697.413448908035","20329.631703464212"
"B4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0"
"B5","Direct payments",NA,"878.97243000000003","0","878.97243000000003","108.13717","0","0","0","108.13717","770.83526000000006","878.97243000000003",NA,"0","0","770.83526000000006","878.97243000000003"
"B6","Home care","2496.7942693360792","8271.5540881101861","0","10768.348357446266","1556.49514","0","0","0","1556.49514","9211.8532174462671","10768.348357446266",NA,"0","0","9211.8532174462671","10768.348357446266"
"B7","Day care","1629.8464618356966","1211.9603732918592","0","2841.806835127556","17.591450000000002","0","0","2.31027","19.901720000000001","2821.9051151275562","2839.4965651275561",NA,"9.1999999999999993","0","2812.7051151275564","2830.2965651275563"
