"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Hertfordshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","578.05598755832034","0","578.05598755832034","0","578.05598755832034","578.05598755832034","0","0","16","16","562.05598755832034","562.05598755832034","562.05598755832034"
"A2","Complaints procedures","103.94401244167963","0","103.94401244167963","0","103.94401244167963","103.94401244167963","0","0","0","0","103.94401244167963","103.94401244167963","103.94401244167963"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","682","0","682","0","682","682","0","0","16","16","666","666","666"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","18660","0","18660","0","18660","18660","0","0","0","0","18660","18660","18660"
"BA2","Total children's services - commissioning and social work (line BA1)","18660","0","18660","0","18660","18660","0","0","0","0","18660","18660","18660"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","7360","0","7360","9544","16904","16904","0","0","0","0","16904","16904","16904"
"BB2","Secure accommodation (welfare)","0","0","0","168","168","168","0","0","0","0","168","168","168"
"BB3","Fostering services","12862","0","12862","2315","15177","15177","0","0","0","0","15177","15177","15177"
"BB4","Other children looked after services","1105","0","1105","2274","3379","3379","0","0","0","0","3379","3379","3379"
"BB5","Total children looked after (lines BB1 to BB4)","21327","0","21327","14301","35628","35628","0","0","0","0","35628","35628","35628"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","3585","329","3256","676","4261","3932","0","0","0","0","3932","4261","3932"
"BC2","Services for under 8s","438","0","438","0","438","438","0","0","0","0","438","438","438"
"BC3","Direct payments","0","0","0","27","27","27","0","0","0","0","27","27","27"
"BC4","Home care","0","0","0","276","276","276","0","0","0","0","276","276","276"
"BC5","Equipment and adaptations","211","0","211","36","247","247","0","0","0","0","247","247","247"
"BC6","Other family support services","0","0","0","2172","2172","2172","0","0","0","0","2172","2172","2172"
"BC7","Total family support services (lines BC1 to BC6)","4234","329","3905","3187","7421","7092","0","0","0","0","7092","7421","7092"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","101","101","101","0","0","0","0","101","101","101"
"BD2","Youth offender teams","2112","0","2112","0","2112","2112","409","0","0","409","1703","1703","2112"
"BD3","Other youth justice services","94","0","94","0","94","94","0","0","0","0","94","94","94"
"BD4","Total youth justice (lines BD1 to BD3)","2206","0","2206","101","2307","2307","409","0","0","409","1898","1898","2307"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","2241","0","2241","0","2241","2241","0","0","0","0","2241","2241","2241"
"BE2","Leaving care services","765","0","765","591","1356","1356","0","0","0","0","1356","1356","1356"
"BE3","Other other children's and families services","2807","545","2262","4008","6815","6270","0","0","0","0","6270","6815","6270"
"BE4","Total other children's and families services (lines BE1 to BE3)","5813","545","5268","4599","10412","9867","0","0","0","0","9867","10412","9867"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","52240","874","51366","22188","74428","73554","409","0","0","409","73145","74019","73554"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","12008.07786811927","0","12008.07786811927","0","12008.07786811927","12008.07786811927","0","0","227","227","11781.07786811927","11781.07786811927","11781.07786811927"
"C2","Nursing care placements","0","0","0","25507.577756764356","25507.577756764356","25507.577756764356","4622","0","4189","8811","16696.577756764356","16696.577756764356","21318.577756764356"
"C3","Residential care placements","0","0","0","60781.839145086327","60781.839145086327","60781.839145086327","15766","0","3871","19637","41144.839145086327","41144.839145086327","56910.839145086327"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","253.54174348938844","253.54174348938844","253.54174348938844","0","0","0","0","253.54174348938844","253.54174348938844","253.54174348938844"
"C6","Home care","0","0","0","23737.046758111566","23737.046758111566","23737.046758111566","1396","0","0","1396","22341.046758111566","22341.046758111566","23737.046758111566"
"C7","Day care","2869.1396171581496","273","2596.1396171581496","3770.1018076006121","6639.2414247587622","6366.2414247587622","209","0","929","1138","5228.2414247587622","5501.2414247587622","5437.2414247587622"
"C8","Equipment and adaptations","0","0","0","704.16425397683088","704.16425397683088","704.16425397683088","0","0","0","0","704.16425397683088","704.16425397683088","704.16425397683088"
"C9","Meals","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C10","Other services to older people","2832.9182216802542","12","2820.9182216802542","2566.3111767476335","5399.2293984278876","5387.2293984278876","8","0","489","497","4890.2293984278876","4902.2293984278876","4898.2293984278876"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","17710.135706957673","285","17425.135706957673","117320.58264177672","135030.7183487344","134745.7183487344","22001","0","9705","31706","103039.7183487344","103324.7183487344","125040.7183487344"
