"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Kirklees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","232","0","232","0","232","232","80","0","1","81","151","151","231"
"A2","Complaints procedures","105","0","105","0","105","105","0","0","0","0","105","105","105"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","337","0","337","0","337","337","80","0","1","81","256","256","336"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","7717","121","7596","132","7849","7728","20","0","98","118","7610","7731","7630"
"BA2","Total children's services - commissioning and social work (line BA1)","7717","121","7596","132","7849","7728","20","0","98","118","7610","7731","7630"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4370","163","4207","1502","5872","5709","124","0","479","603","5106","5269","5230"
"BB2","Secure accommodation (welfare)","0","0","0","50","50","50","0","0","0","0","50","50","50"
"BB3","Fostering services","2554","4","2550","922","3476","3472","1","0","2","3","3469","3473","3470"
"BB4","Other children looked after services","0","0","0","344","344","344","3","0","0","3","341","341","344"
"BB5","Total children looked after (lines BB1 to BB4)","6924","167","6757","2818","9742","9575","128","0","481","609","8966","9133","9094"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1302","76","1226","31","1333","1257","0","0","24","24","1233","1309","1233"
"BC2","Services for under 8s","3562","149","3413","3","3565","3416","581","0","639","1220","2196","2345","2777"
"BC3","Direct payments","0","0","0","251","251","251","0","0","0","0","251","251","251"
"BC4","Home care","152","0","152","0","152","152","0","0","0","0","152","152","152"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","1002","4","998","226","1228","1224","24","0","125","149","1075","1079","1099"
"BC7","Total family support services (lines BC1 to BC6)","6018","229","5789","511","6529","6300","605","0","788","1393","4907","5136","5512"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","45","45","45","0","0","0","0","45","45","45"
"BD2","Youth offender teams","1337","-6","1343","1","1338","1344","25","0","450","475","869","863","894"
"BD3","Other youth justice services","748","0","748","51","799","799","0","0","453","453","346","346","346"
"BD4","Total youth justice (lines BD1 to BD3)","2085","-6","2091","97","2182","2188","25","0","903","928","1260","1254","1285"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","861","4","857","188","1049","1045","1","0","34","35","1010","1014","1011"
"BE2","Leaving care services","1387","55","1332","50","1437","1382","62","0","65","127","1255","1310","1317"
"BE3","Other other children's and families services","775","0","775","242","1017","1017","5","0","58","63","954","954","959"
"BE4","Total other children's and families services (lines BE1 to BE3)","3023","59","2964","480","3503","3444","68","0","157","225","3219","3278","3287"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","25767","570","25197","4038","29805","29235","846","0","2427","3273","25962","26532","26808"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","9096","177","8919","198","9294","9117","112","0","330","442","8675","8852","8787"
"C2","Nursing care placements","0","0","0","8858","8858","8858","3291","0","0","3291","5567","5567","8858"
"C3","Residential care placements","10124","460","9664","15016","25140","24680","7382","0","206","7588","17092","17552","24474"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","108","108","108","0","0","0","0","108","108","108"
"C6","Home care","10336","26","10310","3401","13737","13711","1971","0","30","2001","11710","11736","13681"
"C7","Day care","1202","68","1134","1049","2251","2183","112","0","61","173","2010","2078","2122"
"C8","Equipment and adaptations","694","3","691","842","1536","1533","540","0","4","544","989","992","1529"
"C9","Meals","214","0","214","35","249","249","78","0","0","78","171","171","249"
"C10","Other services to older people","265","0","265","513","778","778","0","0","64","64","714","714","714"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","31931","734","31197","30020","61951","61217","13486","0","695","14181","47036","47770","60522"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","31931","734","31197","30020","61951","61217","13486","0","695","14181","47036","47770","60522"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1480","1","1479","9","1489","1488","17","0","56","73","1415","1416","1432"
"D2","Nursing care placements","0","0","0","642","642","642","147","0","0","147","495","495","642"
"D3","Residential care placements","0","0","0","800","800","800","180","0","8","188","612","612","792"
"D4","Supported and other accommodation","41","0","41","0","41","41","0","0","0","0","41","41","41"
