"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Poole UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","129","0","129","0","129","129","0","0","0","0","129","129","129"
"A2","Complaints procedures","5","0","5","0","5","5","0","0","0","0","5","5","5"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","134","0","134","0","134","134","0","0","0","0","134","134","134"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","2134","0","2134","150","2284","2284","0","0","99","99","2185","2185","2185"
"BA2","Total children's services - commissioning and social work (line BA1)","2134","0","2134","150","2284","2284","0","0","99","99","2185","2185","2185"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","0","0","0","1723","1723","1723","0","0","12","12","1711","1711","1711"
"BB2","Secure accommodation (welfare)","0","0","0","4","4","4","0","0","0","0","4","4","4"
"BB3","Fostering services","2051","0","2051","343","2394","2394","0","0","1","1","2393","2393","2393"
"BB4","Other children looked after services","3","0","3","136","139","139","0","0","2","2","137","137","137"
"BB5","Total children looked after (lines BB1 to BB4)","2054","0","2054","2206","4260","4260","0","0","15","15","4245","4245","4245"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","116","54","62","0","116","62","0","0","1","1","61","115","61"
"BC2","Services for under 8s","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC3","Direct payments","0","0","0","13","13","13","0","0","0","0","13","13","13"
"BC4","Home care","25","0","25","103","128","128","0","0","0","0","128","128","128"
"BC5","Equipment and adaptations","40","0","40","0","40","40","0","0","0","0","40","40","40"
"BC6","Other family support services","804","0","804","180","984","984","0","0","7","7","977","977","977"
"BC7","Total family support services (lines BC1 to BC6)","985","54","931","296","1281","1227","0","0","8","8","1219","1273","1219"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","51","51","51","0","0","0","0","51","51","51"
"BD2","Youth offender teams","143","0","143","91","234","234","0","0","0","0","234","234","234"
"BD3","Other youth justice services","0","0","0","8","8","8","0","0","0","0","8","8","8"
"BD4","Total youth justice (lines BD1 to BD3)","143","0","143","150","293","293","0","0","0","0","293","293","293"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","281","0","281","61","342","342","0","0","8","8","334","334","334"
"BE2","Leaving care services","41","0","41","0","41","41","0","0","0","0","41","41","41"
"BE3","Other other children's and families services","72","0","72","19","91","91","0","0","9","9","82","82","82"
"BE4","Total other children's and families services (lines BE1 to BE3)","394","0","394","80","474","474","0","0","17","17","457","457","457"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","5710","54","5656","2882","8592","8538","0","0","139","139","8399","8453","8399"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","1945","0","1945","0","1945","1945","0","80","38","118","1827","1827","1827"
"C2","Nursing care placements","0","0","0","2734","2734","2734","720","0","0","720","2014","2014","2734"
"C3","Residential care placements","1070","0","1070","6433","7503","7503","1699","0","14","1713","5790","5790","7489"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","22","22","22","0","0","0","0","22","22","22"
"C6","Home care","1577","0","1577","2791","4368","4368","774","75","147","996","3372","3372","4146"
"C7","Day care","1057","16","1041","172","1229","1213","266","0","1","267","946","962","1212"
"C8","Equipment and adaptations","551","0","551","0","551","551","0","0","0","0","551","551","551"
"C9","Meals","0","0","0","172","172","172","55","0","4","59","113","113","168"
"C10","Other services to older people","70","0","70","10","80","80","0","0","0","0","80","80","80"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","6270","16","6254","12334","18604","18588","3514","155","204","3873","14715","14731","18229"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","6270","16","6254","12334","18604","18588","3514","155","204","3873","14715","14731","18229"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","350","0","350","0","350","350","0","7","8","15","335","335","335"
"D2","Nursing care placements","0","0","0","145","145","145","9","0","0","9","136","136","145"
"D3","Residential care placements","0","0","0","338","338","338","53","33","0","86","252","252","305"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","204","204","204","0","0","0","0","204","204","204"
"D6","Home care","389","0","389","513","902","902","112","0","3","115","787","787","899"
"D7","Day care","569","101","468","39","608","507","38","0","88","126","381","482","419"
