"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","You have not selected your council",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","7673.3188730184202","184","7489.3188730184202","2.0227778527900537","7675.3416508712098","7491.3416508712098","131","243.25200000000001","293","667.25199999999995","6824.0896508712103","7008.0896508712103","6955.0896508712103"
"A2","Complaints procedures","1443.6301310917538","6","1437.6301310917538","0","1443.6301310917538","1437.6301310917538","1","0","45","46","1391.6301310917538","1397.6301310917538","1392.6301310917538"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","9116.9490041101744","190","8926.9490041101744","2.0227778527900537","9118.9717819629641","8928.9717819629641","132","243.25200000000001","338","713.25199999999995","8215.7197819629637","8405.7197819629637","8347.7197819629637"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","151089.73123805414","1165.8310000000001","149923.90023805414","1560.1388424733623","152649.8700805275","151484.03908052749","56.051000000000002","1564.153","1930.2190000000001","3550.4229999999998","147933.61608052748","149099.44708052749","147989.66708052749"
"BA2","Total children's services - commissioning and social work (line BA1)","151089.73123805414","1165.8310000000001","149923.90023805414","1560.1388424733623","152649.8700805275","151484.03908052749","56.051000000000002","1564.153","1930.2190000000001","3550.4229999999998","147933.61608052748","149099.44708052749","147989.66708052749"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","16475.094744931419","877","15598.094744931419","70599.598973026339","87074.693717957765","86197.693717957765","282","849.53300000000002","769.29300000000001","1900.826","84296.867717957764","85173.867717957764","84578.867717957764"
"BB2","Secure accommodation (welfare)","0","0","0","2362.9363483172892","2362.9363483172892","2362.9363483172892","0","1.3540000000000001","0","1.3540000000000001","2361.582348317289","2361.582348317289","2361.582348317289"
"BB3","Fostering services","47644.053402112113","137","47507.053402112113","53671.342854038652","101315.39625615077","101178.39625615077","160","267.02999999999997","124.038","551.06799999999998","100627.32825615077","100764.32825615077","100787.32825615077"
"BB4","Other children looked after services","5941.6578925457434","89","5852.6578925457434","3251.0205528584611","9192.6784454042045","9103.6784454042045","2","15","152","169","8934.6784454042045","9023.6784454042045","8936.6784454042045"
"BB5","Total children looked after (lines BB1 to BB4)","70060.806039589283","1103","68957.806039589283","129884.89872824073","199945.70476783003","198842.70476783003","444","1132.9169999999999","1045.3310000000001","2622.248","196220.45676783001","197323.45676783001","196664.45676783001"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","13563.39851976834","956","12607.39851976834","913","14476.39851976834","13520.39851976834","33","116.116","341","490.11599999999999","13030.28251976834","13986.28251976834","13063.28251976834"
"BC2","Services for under 8s","10196.385877681052","498","9698.3858776810521","1988","12184.385877681052","11686.385877681052","461","709.05999999999995","10.566000000000001","1180.626","10505.759877681052","11003.759877681052","10966.759877681052"
"BC3","Direct payments","0","0","0","126","126","126","0","0","0","0","126","126","126"
"BC4","Home care","2777.4709751732826","0","2777.4709751732826","921.32601977242143","3698.7969949457042","3698.7969949457042","12","58","92","162","3536.7969949457042","3536.7969949457042","3548.7969949457042"
"BC5","Equipment and adaptations","331.51957409334722","0","331.51957409334722","349","680.51957409334727","680.51957409334727","1","0","0","1","679.51957409334727","679.51957409334727","680.51957409334727"
"BC6","Other family support services","21042.863050770939","267","20775.863050770939","8108.5793167950114","29151.442367565949","28884.442367565949","101","536.11699999999996","161","798.11699999999996","28086.325367565951","28353.325367565951","28187.325367565951"
"BC7","Total family support services (lines BC1 to BC6)","47911.637997486963","1721","46190.637997486963","12405.905336567432","60317.543334054397","58596.543334054397","608","1419.2929999999999","604.56600000000003","2631.8589999999999","55964.6843340544","57685.6843340544","56572.6843340544"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","18","1","17","252","270","269","0","0.14599999999999999","0","0.14599999999999999","268.85399999999998","269.85399999999998","268.85399999999998"
"BD2","Youth offender teams","18871.150005508869","221","18650.150005508869","426.3326279017125","19297.482633410582","19076.482633410582","705","2401","3240","6346","12730.482633410582","12951.482633410582","13435.482633410582"
"BD3","Other youth justice services","3647.534302758962","3","3644.534302758962","697","4344.5343027589624","4341.5343027589624","17","204","1690","1911","2430.5343027589624","2433.5343027589624","2447.5343027589624"
"BD4","Total youth justice (lines BD1 to BD3)","22536.684308267832","225","22311.684308267832","1375.3326279017124","23912.016936169544","23687.016936169544","722","2605.1459999999997","4930","8257.1460000000006","15429.870936169544","15654.870936169544","16151.870936169544"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","14234.418216193693","25","14209.418216193693","1888.1203830771283","16122.538599270822","16097.538599270822","262","175.16300000000001","112","549.16300000000001","15548.375599270821","15573.375599270821","15810.375599270821"
"BE2","Leaving care services","21287.210347555818","86","21201.210347555818","16453.575722432121","37740.786069987938","37654.786069987938","27","339","422.05099999999999","788.05099999999993","36866.735069987932","36952.735069987932","36893.735069987932"
"BE3","Other other children's and families services","6476.8352621861932","355","6121.8352621861932","4665.2225073511036","11142.057769537298","10787.057769537298","0","249.221","167","416.221","10370.836769537298","10725.836769537298","10370.836769537298"
