"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","North Tyneside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","236","0","236","0","236","236","0","0","0","0","236","236","236"
"A2","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","236","0","236","0","236","236","0","0","0","0","236","236","236"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","4880","53","4827","262","5142","5089","0","0","0","0","5089","5142","5089"
"BA2","Total children's services - commissioning and social work (line BA1)","4880","53","4827","262","5142","5089","0","0","0","0","5089","5142","5089"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1724","11","1713","1645","3369","3358","0","0","0","0","3358","3369","3358"
"BB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BB3","Fostering services","2969","0","2969","0","2969","2969","0","0","102","102","2867","2867","2867"
"BB4","Other children looked after services","169","0","169","118","287","287","0","0","0","0","287","287","287"
"BB5","Total children looked after (lines BB1 to BB4)","4862","11","4851","1763","6625","6614","0","0","102","102","6512","6523","6512"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","26","0","26","207","233","233","0","0","0","0","233","233","233"
"BC2","Services for under 8s","9936","435","9501","2114","12050","11615","2241","0","489","2730","8885","9320","11126"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","907","0","907","374","1281","1281","0","0","0","0","1281","1281","1281"
"BC7","Total family support services (lines BC1 to BC6)","10869","435","10434","2695","13564","13129","2241","0","489","2730","10399","10834","12640"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","770","0","770","0","770","770","0","0","0","0","770","770","770"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","770","0","770","0","770","770","0","0","0","0","770","770","770"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1339","0","1339","0","1339","1339","0","0","166","166","1173","1173","1173"
"BE2","Leaving care services","1677","0","1677","0","1677","1677","0","0","0","0","1677","1677","1677"
"BE3","Other other children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BE4","Total other children's and families services (lines BE1 to BE3)","3016","0","3016","0","3016","3016","0","0","166","166","2850","2850","2850"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","24397","499","23898","4720","29117","28618","2241","0","757","2998","25620","26119","27861"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","4588","61","4527","0","4588","4527","0","22","761","783","3744","3805","3744"
"C2","Nursing care placements","0","0","0","8094","8094","8094","2154","0","1990","4144","3950","3950","6104"
"C3","Residential care placements","3878","327","3551","12749","16627","16300","4353","0","2327","6680","9620","9947","13973"
"C4","Supported and other accommodation","3168","0","3168","0","3168","3168","0","0","2675","2675","493","493","493"
"C5","Direct payments","0","0","0","36","36","36","0","0","0","0","36","36","36"
"C6","Home care","6314","0","6314","498","6812","6812","1043","0","388","1431","5381","5381","6424"
"C7","Day care","105","0","105","492","597","597","0","0","0","0","597","597","597"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","579","0","579","0","579","579","0","0","0","0","579","579","579"
"C10","Other services to older people","374","0","374","0","374","374","0","0","150","150","224","224","224"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","19006","388","18618","21869","40875","40487","7550","22","8291","15863","24624","25012","32174"
"C12","Supporting People","2674","0","2674","0","2674","2674","0","0","0","0","2674","2674","2674"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","21680","388","21292","21869","43549","43161","7550","22","8291","15863","27298","27686","34848"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","587","4","583","0","587","583","0","0","11","11","572","576","572"
"D2","Nursing care placements","0","0","0","323","323","323","82","0","58","140","183","183","265"
"D3","Residential care placements","0","0","0","541","541","541","61","0","0","61","480","480","541"
"D4","Supported and other accommodation","54","0","54","0","54","54","0","0","0","0","54","54","54"
"D5","Direct payments","0","0","0","219","219","219","0","0","51","51","168","168","168"
