"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Kensington and Chelsea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","370","0","370","0","370","370","0","0","1","1","369","369","369"
"A2","Complaints procedures","116","0","116","0","116","116","0","0","0","0","116","116","116"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","486","0","486","0","486","486","0","0","1","1","485","485","485"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","6251","216","6035","40","6291","6075","0","136","182","318","5757","5973","5757"
"BA2","Total children's services - commissioning and social work (line BA1)","6251","216","6035","40","6291","6075","0","136","182","318","5757","5973","5757"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1409","0","1409","1108","2517","2517","4","0","31","35","2482","2482","2486"
"BB2","Secure accommodation (welfare)","0","0","0","116","116","116","0","0","0","0","116","116","116"
"BB3","Fostering services","2127","0","2127","1670","3797","3797","0","0","11","11","3786","3786","3786"
"BB4","Other children looked after services","861","41","820","355","1216","1175","9","0","113","122","1053","1094","1062"
"BB5","Total children looked after (lines BB1 to BB4)","4397","41","4356","3249","7646","7605","13","0","155","168","7437","7478","7450"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","2574","36","2538","0","2574","2538","69","121","59","249","2289","2325","2358"
"BC2","Services for under 8s","1831","9","1822","978","2809","2800","14","0","8","22","2778","2787","2792"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","375","0","375","27","402","402","0","2","0","2","400","400","400"
"BC6","Other family support services","185","0","185","71","256","256","0","0","0","0","256","256","256"
"BC7","Total family support services (lines BC1 to BC6)","4965","45","4920","1076","6041","5996","83","123","67","273","5723","5768","5806"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","784","0","784","0","784","784","22","177","18","217","567","567","589"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","784","0","784","0","784","784","22","177","18","217","567","567","589"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1015","0","1015","5","1020","1020","83","0","8","91","929","929","1012"
"BE2","Leaving care services","1255","21","1234","2","1257","1236","7","0","11","18","1218","1239","1225"
"BE3","Other other children's and families services","85","59","26","0","85","26","0","0","1","1","25","84","25"
"BE4","Total other children's and families services (lines BE1 to BE3)","2355","80","2275","7","2362","2282","90","0","20","110","2172","2252","2262"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","18752","382","18370","4372","23124","22742","208","436","442","1086","21656","22038","21864"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","5191","21","5170","0","5191","5170","0","314","41","355","4815","4836","4815"
"C2","Nursing care placements","0","0","0","2568","2568","2568","757","0","2","759","1809","1809","2566"
"C3","Residential care placements","4613","516","4097","4333","8946","8430","2026","836","59","2921","5509","6025","7535"
"C4","Supported and other accommodation","272","0","272","128","400","400","0","0","2","2","398","398","398"
"C5","Direct payments","0","0","0","75","75","75","0","0","1","1","74","74","74"
"C6","Home care","3843","0","3843","3130","6973","6973","177","0","22","199","6774","6774","6951"
"C7","Day care","2236","121","2115","885","3121","3000","82","88","134","304","2696","2817","2778"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","517","0","517","0","517","517","184","0","0","184","333","333","517"
"C10","Other services to older people","864","347","517","383","1247","900","2","0","94","96","804","1151","806"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","17536","1005","16531","11502","29038","28033","3228","1238","355","4821","23212","24217","26440"
"C12","Supporting People","130","0","130","0","130","130","0","0","0","0","130","130","130"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","17666","1005","16661","11502","29168","28163","3228","1238","355","4821","23342","24347","26570"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","2380","0","2380","0","2380","2380","1","0","25","26","2354","2354","2355"
"D2","Nursing care placements","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D3","Residential care placements","0","0","0","1054","1054","1054","113","124","2","239","815","815","928"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","258","258","258","0","0","0","0","258","258","258"
