"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Swindon UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","109","0","109","0","109","109","0","0","0","0","109","109","109"
"A2","Complaints procedures","82","0","82","0","82","82","0","0","1","1","81","81","81"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","191","0","191","0","191","191","0","0","1","1","190","190","190"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","3033","45","2988","0","3033","2988","97","0","9","106","2882","2927","2979"
"BA2","Total children's services - commissioning and social work (line BA1)","3033","45","2988","0","3033","2988","97","0","9","106","2882","2927","2979"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","0","0","0","1569","1569","1569","222","0","0","222","1347","1347","1569"
"BB2","Secure accommodation (welfare)","75","0","75","0","75","75","14","0","0","14","61","61","75"
"BB3","Fostering services","1882","20","1862","824","2706","2686","32","0","60","92","2594","2614","2626"
"BB4","Other children looked after services","150","0","150","0","150","150","0","0","0","0","150","150","150"
"BB5","Total children looked after (lines BB1 to BB4)","2107","20","2087","2393","4500","4480","268","0","60","328","4152","4172","4420"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC2","Services for under 8s","457","1","456","0","457","456","55","0","0","55","401","402","456"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","5","0","5","0","5","5","0","0","0","0","5","5","5"
"BC6","Other family support services","1723","30","1693","0","1723","1693","194","0","6","200","1493","1523","1687"
"BC7","Total family support services (lines BC1 to BC6)","2185","31","2154","0","2185","2154","249","0","6","255","1899","1930","2148"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","67","9","58","0","67","58","0","0","1","1","57","66","57"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","67","9","58","0","67","58","0","0","1","1","57","66","57"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","463","7","456","0","463","456","23","0","21","44","412","419","435"
"BE2","Leaving care services","856","1","855","0","856","855","4","0","0","4","851","852","855"
"BE3","Other other children's and families services","998","0","998","0","998","998","80","0","0","80","918","918","998"
"BE4","Total other children's and families services (lines BE1 to BE3)","2317","8","2309","0","2317","2309","107","0","21","128","2181","2189","2288"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","9709","113","9596","2393","12102","11989","721","0","97","818","11171","11284","11892"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","3106","23","3083","0","3106","3083","845","330","56","1231","1852","1875","2697"
"C2","Nursing care placements","0","0","0","6635","6635","6635","4135","1661","14","5810","825","825","4960"
"C3","Residential care placements","6647","728","5919","4209","10856","10128","2449","33","234","2716","7412","8140","9861"
"C4","Supported and other accommodation","267","5","262","0","267","262","62","0","0","62","200","205","262"
"C5","Direct payments","0","0","0","14","14","14","0","0","0","0","14","14","14"
"C6","Home care","1776","8","1768","2164","3940","3932","625","5","11","641","3291","3299","3916"
"C7","Day care","1486","233","1253","36","1522","1289","256","0","0","256","1033","1266","1289"
"C8","Equipment and adaptations","204","18","186","0","204","186","7","0","0","7","179","197","186"
"C9","Meals","221","2","219","0","221","219","117","0","0","117","102","104","219"
"C10","Other services to older people","320","11","309","75","395","384","102","0","79","181","203","214","305"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","14027","1028","12999","13133","27160","26132","8598","2029","394","11021","15111","16139","23709"
"C12","Supporting People","59","1","58","271","330","329","113","0","235","348","-19","-18","94"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","14086","1029","13057","13404","27490","26461","8711","2029","629","11369","15092","16121","23803"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","949","10","939","0","949","939","20","2","0","22","917","927","937"
"D2","Nursing care placements","0","0","0","453","453","453","56","205","0","261","192","192","248"
"D3","Residential care placements","393","6","387","328","721","715","56","0","3","59","656","662","712"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","166","166","166","0","0","0","0","166","166","166"
"D6","Home care","451","5","446","1044","1495","1490","120","0","2","122","1368","1373","1488"
