"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Birmingham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","353.84316392564199","0","353.84316392564199","0","353.84316392564199","353.84316392564199","0","0","0","0","353.84316392564199","353.84316392564199","353.84316392564199"
"A2","Complaints procedures","405.4910791570245","0","405.4910791570245","0","405.4910791570245","405.4910791570245","0","0","0","0","405.4910791570245","405.4910791570245","405.4910791570245"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","759.33424308266649","0","759.33424308266649","0","759.33424308266649","759.33424308266649","0","0","0","0","759.33424308266649","759.33424308266649","759.33424308266649"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","24960.228650332396","0","24960.228650332396","454.94121076153971","25415.169861093935","25415.169861093935","0","9","0","9","25406.169861093935","25406.169861093935","25406.169861093935"
"BA2","Total children's services - commissioning and social work (line BA1)","24960.228650332396","0","24960.228650332396","454.94121076153971","25415.169861093935","25415.169861093935","0","9","0","9","25406.169861093935","25406.169861093935","25406.169861093935"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","18464.22891236376","1338","17126.22891236376","13286.700916226513","31750.929828590273","30412.929828590273","0","0","5","5","30407.929828590273","31745.929828590273","30407.929828590273"
"BB2","Secure accommodation (welfare)","890.30184246321255","198","692.30184246321255","790.10321385880923","1680.4050563220217","1482.4050563220217","0","0","1","1","1481.4050563220217","1679.4050563220217","1481.4050563220217"
"BB3","Fostering services","14925.753042802382","5","14920.753042802382","15528.440215631201","30454.193258433581","30449.193258433581","0","7","0","7","30442.193258433581","30447.193258433581","30442.193258433581"
"BB4","Other children looked after services","558.57804412725886","41","517.57804412725886","394.5021610226878","953.08020514994666","912.08020514994666","0","0","0","0","912.08020514994666","953.08020514994666","912.08020514994666"
"BB5","Total children looked after (lines BB1 to BB4)","34838.861841756618","1582","33256.861841756618","29999.746506739208","64838.608348495822","63256.608348495822","0","7","6","13","63243.608348495822","64825.608348495822","63243.608348495822"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","223.07503812703516","0","223.07503812703516","0","223.07503812703516","223.07503812703516","0","0","0","0","223.07503812703516","223.07503812703516","223.07503812703516"
"BC2","Services for under 8s","153.84485388071391","0","153.84485388071391","93.405804141862006","247.25065802257592","247.25065802257592","0","0","18","18","229.25065802257592","229.25065802257592","229.25065802257592"
"BC3","Direct payments","0","0","0","15.38448538807139","15.38448538807139","15.38448538807139","0","0","0","0","15.38448538807139","15.38448538807139","15.38448538807139"
"BC4","Home care","64.834616992586575","0","64.834616992586575","505.49023417948854","570.32485117207511","570.32485117207511","0","0","0","0","570.32485117207511","570.32485117207511","570.32485117207511"
"BC5","Equipment and adaptations","53.845698858249868","0","53.845698858249868","0","53.845698858249868","53.845698858249868","0","0","0","0","53.845698858249868","53.845698858249868","53.845698858249868"
"BC6","Other family support services","1596.6898049191236","0","1596.6898049191236","680.21403251544223","2276.903837434566","2276.903837434566","0","0","0","0","2276.903837434566","2276.903837434566","2276.903837434566"
"BC7","Total family support services (lines BC1 to BC6)","2092.2900127777093","0","2092.2900127777093","1294.494556224864","3386.7845690025733","3386.7845690025733","0","0","18","18","3368.7845690025733","3368.7845690025733","3368.7845690025733"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","1242.4408368516197","93","1149.4408368516197","454.94121076153971","1697.3820476131593","1604.3820476131593","0","0","324","324","1280.3820476131593","1373.3820476131593","1280.3820476131593"
"BD2","Youth offender teams","6527.9672401914886","50","6477.9672401914886","0","6527.9672401914886","6477.9672401914886","0","125","3","128","6349.9672401914886","6399.9672401914886","6349.9672401914886"
"BD3","Other youth justice services","1325.2635270010069","0","1325.2635270010069","0","1325.2635270010069","1325.2635270010069","0","0","0","0","1325.2635270010069","1325.2635270010069","1325.2635270010069"
"BD4","Total youth justice (lines BD1 to BD3)","9095.6716040441152","143","8952.6716040441152","454.94121076153971","9550.6128148056541","9407.6128148056541","0","125","327","452","8955.6128148056541","9098.6128148056541","8955.6128148056541"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","4401.0617128018512","0","4401.0617128018512","454.94121076153971","4856.0029235633911","4856.0029235633911","0","0","0","0","4856.0029235633911","4856.0029235633911","4856.0029235633911"
"BE2","Leaving care services","3277.5987122189049","4","3273.5987122189049","454.94121076153971","3732.5399229804448","3728.5399229804448","0","0","0","0","3728.5399229804448","3732.5399229804448","3728.5399229804448"
"BE3","Other other children's and families services","1940.6216237700719","78","1862.6216237700719","324.17308496293288","2264.7947087330049","2186.7947087330049","0","153","0","153","2033.7947087330049","2111.7947087330049","2033.7947087330049"
"BE4","Total other children's and families services (lines BE1 to BE3)","9619.2820487908284","82","9537.2820487908284","1234.0555064860123","10853.337555276841","10771.337555276841","0","153","0","153","10618.337555276841","10700.337555276841","10618.337555276841"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","80606.334157701669","1807","78799.334157701669","33438.17899097316","114044.51314867483","112237.51314867483","0","294","351","645","111592.51314867483","113399.51314867483","111592.51314867483"
