"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Northamptonshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","104","2","102","0","104","102","0","0","0","0","102","104","102"
"A2","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","104","2","102","0","104","102","0","0","0","0","102","104","102"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","9867","462","9405","410","10277","9815","0","0","64","64","9751","10213","9751"
"BA2","Total children's services - commissioning and social work (line BA1)","9867","462","9405","410","10277","9815","0","0","64","64","9751","10213","9751"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","3325","248","3077","4803","8128","7880","0","0","2","2","7878","8126","7878"
"BB2","Secure accommodation (welfare)","599","89","510","94","693","604","0","0","467","467","137","226","137"
"BB3","Fostering services","5976","183","5793","1220","7196","7013","0","0","14","14","6999","7182","6999"
"BB4","Other children looked after services","1072","23","1049","63","1135","1112","0","0","12","12","1100","1123","1100"
"BB5","Total children looked after (lines BB1 to BB4)","10972","543","10429","6180","17152","16609","0","0","495","495","16114","16657","16114"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1251","233","1018","166","1417","1184","0","0","70","70","1114","1347","1114"
"BC2","Services for under 8s","8","1","7","51","59","58","0","0","1","1","57","58","57"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","30","1","29","13","43","42","2","0","0","2","40","41","42"
"BC5","Equipment and adaptations","17","11","6","375","392","381","0","0","264","264","117","128","117"
"BC6","Other family support services","6757","300","6457","1364","8121","7821","627","0","904","1531","6290","6590","6917"
"BC7","Total family support services (lines BC1 to BC6)","8063","546","7517","1969","10032","9486","629","0","1239","1868","7618","8164","8247"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","1799","268","1531","283","2082","1814","0","0","1402","1402","412","680","412"
"BD2","Youth offender teams","2040","38","2002","177","2217","2179","0","0","494","494","1685","1723","1685"
"BD3","Other youth justice services","296","15","281","273","569","554","0","0","43","43","511","526","511"
"BD4","Total youth justice (lines BD1 to BD3)","4135","321","3814","733","4868","4547","0","0","1939","1939","2608","2929","2608"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","859","30","829","1006","1865","1835","11","0","25","36","1799","1829","1810"
"BE2","Leaving care services","1045","74","971","175","1220","1146","0","0","12","12","1134","1208","1134"
"BE3","Other other children's and families services","364","116","248","166","530","414","0","0","-3","-3","417","533","417"
"BE4","Total other children's and families services (lines BE1 to BE3)","2268","220","2048","1347","3615","3395","11","0","34","45","3350","3570","3361"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","35305","2092","33213","10639","45944","43852","640","0","3771","4411","39441","41533","40081"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","5947","41","5906","0","5947","5906","185","0","246","431","5475","5516","5660"
"C2","Nursing care placements","0","0","0","13621","13621","13621","4642","0","-10","4632","8989","8989","13631"
"C3","Residential care placements","19127","1558","17569","20702","39829","38271","10898","0","22","10920","27351","28909","38249"
"C4","Supported and other accommodation","51","10","41","364","415","405","0","0","79","79","326","336","326"
"C5","Direct payments","0","0","0","63","63","63","11","0","0","11","52","52","63"
"C6","Home care","5507","212","5295","5228","10735","10523","848","0","-181","667","9856","10068","10704"
"C7","Day care","1066","169","897","1134","2200","2031","67","0","56","123","1908","2077","1975"
"C8","Equipment and adaptations","288","17","271","449","737","720","0","0","268","268","452","469","452"
"C9","Meals","778","30","748","82","860","830","636","0","1","637","193","223","829"
"C10","Other services to older people","13","1","12","43","56","55","0","0","0","0","55","56","55"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","32777","2038","30739","41686","74463","72425","17287","0","481","17768","54657","56695","71944"
"C12","Supporting People","501","175","326","5752","6253","6078","0","0","8","8","6070","6245","6070"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","33278","2213","31065","47438","80716","78503","17287","0","489","17776","60727","62940","78014"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","507","3","504","0","507","504","0","0","22","22","482","485","482"
"D2","Nursing care placements","0","0","0","563","563","563","50","0","8","58","505","505","555"
"D3","Residential care placements","1498","188","1310","5769","7267","7079","594","0","68","662","6417","6605","7011"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
