"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","East Riding of Yorkshire UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","121","0","121","0","121","121","0","0","6","6","115","115","115"
"A2","Complaints procedures","35","0","35","5","40","40","0","0","0","0","40","40","40"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","156","0","156","5","161","161","0","0","6","6","155","155","155"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","2774","12","2762","134","2908","2896","1","3","11","15","2881","2893","2882"
"BA2","Total children's services - commissioning and social work (line BA1)","2774","12","2762","134","2908","2896","1","3","11","15","2881","2893","2882"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1230","66","1164","2958","4188","4122","0","340","2","342","3780","3846","3780"
"BB2","Secure accommodation (welfare)","0","0","0","164","164","164","0","0","0","0","164","164","164"
"BB3","Fostering services","2294","1","2293","733","3027","3026","1","2","2","5","3021","3022","3022"
"BB4","Other children looked after services","48","0","48","0","48","48","0","0","0","0","48","48","48"
"BB5","Total children looked after (lines BB1 to BB4)","3572","67","3505","3855","7427","7360","1","342","4","347","7013","7080","7014"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","98","1","97","5","103","102","0","0","4","4","98","99","98"
"BC2","Services for under 8s","0","0","0","125","125","125","0","0","0","0","125","125","125"
"BC3","Direct payments","0","0","0","34","34","34","0","0","0","0","34","34","34"
"BC4","Home care","363","2","361","195","558","556","11","0","15","26","530","532","541"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","980","9","971","603","1583","1574","0","7","44","51","1523","1532","1523"
"BC7","Total family support services (lines BC1 to BC6)","1441","12","1429","962","2403","2391","11","7","63","81","2310","2322","2321"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","655","0","655","2","657","657","0","27","0","27","630","630","630"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","655","0","655","2","657","657","0","27","0","27","630","630","630"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","189","0","189","600","789","789","0","1","1","2","787","787","787"
"BE2","Leaving care services","342","2","340","212","554","552","0","0","4","4","548","550","548"
"BE3","Other other children's and families services","118","0","118","347","465","465","0","73","0","73","392","392","392"
"BE4","Total other children's and families services (lines BE1 to BE3)","649","2","647","1159","1808","1806","0","74","5","79","1727","1729","1727"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","9091","93","8998","6112","15203","15110","13","453","83","549","14561","14654","14574"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","2436","23","2413","0","2436","2413","1","64","1","66","2347","2370","2348"
"C2","Nursing care placements","0","0","0","6385","6385","6385","1496","2034","3","3533","2852","2852","4348"
"C3","Residential care placements","2852","91","2761","28460","31312","31221","11282","1467","31","12780","18441","18532","29723"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","29","29","29","0","0","0","0","29","29","29"
"C6","Home care","3660","19","3641","6066","9726","9707","85","104","1684","1873","7834","7853","7919"
"C7","Day care","608","40","568","390","998","958","36","23","28","87","871","911","907"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","195","0","195","64","259","259","0","0","157","157","102","102","102"
"C10","Other services to older people","214","0","214","37","251","251","0","0","0","0","251","251","251"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","9965","173","9792","41431","51396","51223","12900","3692","1904","18496","32727","32900","45627"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","9965","173","9792","41431","51396","51223","12900","3692","1904","18496","32727","32900","45627"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1302","11","1291","0","1302","1291","0","46","1","47","1244","1255","1244"
"D2","Nursing care placements","0","0","0","859","859","859","123","292","1","416","443","443","566"
"D3","Residential care placements","55","3","52","1664","1719","1716","250","56","1","307","1409","1412","1659"
"D4","Supported and other accommodation","0","0","0","71","71","71","0","0","0","0","71","71","71"
"D5","Direct payments","0","0","0","197","197","197","0","0","0","0","197","197","197"
