"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Cheshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","263","0","263","0","263","263","0","0","0","0","263","263","263"
"A2","Complaints procedures","115","0","115","0","115","115","0","0","0","0","115","115","115"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","378","0","378","0","378","378","0","0","0","0","378","378","378"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","10672","15","10657","0","10672","10657","0","0","377","377","10280","10295","10280"
"BA2","Total children's services - commissioning and social work (line BA1)","10672","15","10657","0","10672","10657","0","0","377","377","10280","10295","10280"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4784","476","4308","4131","8915","8439","1945","0","113","2058","6381","6857","8326"
"BB2","Secure accommodation (welfare)","759","53","706","0","759","706","1011","0","0","1011","-305","-252","706"
"BB3","Fostering services","6126","0","6126","461","6587","6587","2","0","369","371","6216","6216","6218"
"BB4","Other children looked after services","302","0","302","159","461","461","0","0","0","0","461","461","461"
"BB5","Total children looked after (lines BB1 to BB4)","11971","529","11442","4751","16722","16193","2958","0","482","3440","12753","13282","15711"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","3795","184","3611","0","3795","3611","15","0","142","157","3454","3638","3469"
"BC2","Services for under 8s","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC3","Direct payments","0","0","0","327","327","327","0","0","0","0","327","327","327"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","59","0","59","152","211","211","0","0","2","2","209","209","209"
"BC6","Other family support services","47","0","47","387","434","434","0","0","0","0","434","434","434"
"BC7","Total family support services (lines BC1 to BC6)","3901","184","3717","866","4767","4583","15","0","144","159","4424","4608","4439"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","155","7","148","0","155","148","112","0","0","112","36","43","148"
"BD2","Youth offender teams","1680","20","1660","0","1680","1660","0","0","128","128","1532","1552","1532"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","1835","27","1808","0","1835","1808","112","0","128","240","1568","1595","1680"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","2461","0","2461","0","2461","2461","0","0","27","27","2434","2434","2434"
"BE2","Leaving care services","844","0","844","0","844","844","0","0","0","0","844","844","844"
"BE3","Other other children's and families services","1271","0","1271","388","1659","1659","0","0","16","16","1643","1643","1643"
"BE4","Total other children's and families services (lines BE1 to BE3)","4576","0","4576","388","4964","4964","0","0","43","43","4921","4921","4921"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","32955","755","32200","6005","38960","38205","3085","0","1174","4259","33946","34701","37031"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","6895","0","6895","742","7637","7637","0","0","481","481","7156","7156","7156"
"C2","Nursing care placements","0","0","0","29868","29868","29868","10892","0","0","10892","18976","18976","29868"
"C3","Residential care placements","9295","1037","8258","26302","35597","34560","10872","0","2270","13142","21418","22455","32290"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","221","221","221","0","0","0","0","221","221","221"
"C6","Home care","13106","0","13106","8725","21831","21831","3085","0","-12","3073","18758","18758","21843"
"C7","Day care","3625","285","3340","433","4058","3773","661","0","396","1057","2716","3001","3377"
"C8","Equipment and adaptations","0","0","0","642","642","642","0","0","5","5","637","637","637"
"C9","Meals","49","0","49","1177","1226","1226","0","0","0","0","1226","1226","1226"
"C10","Other services to older people","45","0","45","2635","2680","2680","563","0","26","589","2091","2091","2654"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","33015","1322","31693","70745","103760","102438","26073","0","3166","29239","73199","74521","99272"
"C12","Supporting People","348","0","348","26","374","374","132","0","242","374","0","0","132"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","33363","1322","32041","70771","104134","102812","26205","0","3408","29613","73199","74521","99404"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","2841","0","2841","0","2841","2841","36","0","21","57","2784","2784","2820"
"D2","Nursing care placements","0","0","0","1556","1556","1556","378","0","18","396","1160","1160","1538"
"D3","Residential care placements","0","0","0","1106","1106","1106","237","0","11","248","858","858","1095"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
