"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Hackney",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","226","0","226","0","226","226","0","0","8","8","218","218","218"
"A2","Complaints procedures","75","0","75","0","75","75","0","0","3","3","72","72","72"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","301","0","301","0","301","301","0","0","11","11","290","290","290"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","15021","171","14850","395","15416","15245","39","39","88","166","15079","15250","15118"
"BA2","Total children's services - commissioning and social work (line BA1)","15021","171","14850","395","15416","15245","39","39","88","166","15079","15250","15118"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","662","10","652","4603","5265","5255","0","0","1","1","5254","5264","5254"
"BB2","Secure accommodation (welfare)","0","0","0","304","304","304","0","0","0","0","304","304","304"
"BB3","Fostering services","4193","13","4180","4508","8701","8688","1","0","5","6","8682","8695","8683"
"BB4","Other children looked after services","105","0","105","32","137","137","0","0","0","0","137","137","137"
"BB5","Total children looked after (lines BB1 to BB4)","4960","23","4937","9447","14407","14384","1","0","6","7","14377","14400","14378"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC2","Services for under 8s","0","0","0","85","85","85","0","0","0","0","85","85","85"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","0","0","0","621","621","621","0","0","0","0","621","621","621"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","342","0","342","1480","1822","1822","0","0","0","0","1822","1822","1822"
"BC7","Total family support services (lines BC1 to BC6)","342","0","342","2186","2528","2528","0","0","0","0","2528","2528","2528"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","267","267","267","0","0","0","0","267","267","267"
"BD2","Youth offender teams","1810","4","1806","283","2093","2089","55","0","7","62","2027","2031","2082"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","1810","4","1806","550","2360","2356","55","0","7","62","2294","2298","2349"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","2109","9","2100","0","2109","2100","12","0","3","15","2085","2094","2097"
"BE2","Leaving care services","1393","44","1349","811","2204","2160","5","0","3","8","2152","2196","2157"
"BE3","Other other children's and families services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BE4","Total other children's and families services (lines BE1 to BE3)","3502","53","3449","811","4313","4260","17","0","6","23","4237","4290","4254"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","25635","251","25384","13389","39024","38773","112","39","107","258","38515","38766","38627"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","7356","46","7310","7","7363","7317","52","63","468","583","6734","6780","6786"
"C2","Nursing care placements","0","0","0","2772","2772","2772","754","0","109","863","1909","1909","2663"
"C3","Residential care placements","833","27","806","8259","9092","9065","2161","16","265","2442","6623","6650","8784"
"C4","Supported and other accommodation","887","27","860","0","887","860","41","0","1","42","818","845","859"
"C5","Direct payments","0","0","0","40","40","40","0","0","0","0","40","40","40"
"C6","Home care","7751","13","7738","2952","10703","10690","1297","0","1669","2966","7724","7737","9021"
"C7","Day care","1561","4","1557","56","1617","1613","0","0","69","69","1544","1548","1544"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","516","4","512","336","852","848","175","0","8","183","665","669","840"
"C10","Other services to older people","21","0","21","1446","1467","1467","0","0","0","0","1467","1467","1467"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","18925","121","18804","15868","34793","34672","4480","79","2589","7148","27524","27645","32004"
"C12","Supporting People","106","0","106","4296","4402","4402","57","0","9","66","4336","4336","4393"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","19031","121","18910","20164","39195","39074","4537","79","2598","7214","31860","31981","36397"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1641","12","1629","-170","1471","1459","0","0","33","33","1426","1438","1426"
"D2","Nursing care placements","0","0","0","590","590","590","0","0","0","0","590","590","590"
"D3","Residential care placements","0","0","0","1441","1441","1441","306","254","54","614","827","827","1133"
"D4","Supported and other accommodation","0","0","0","214","214","214","0","0","0","0","214","214","214"
