"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Merton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","140","0","140","0","140","140","0","0","0","0","140","140","140"
"A2","Complaints procedures","20","0","20","0","20","20","0","0","0","0","20","20","20"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","160","0","160","0","160","160","0","0","0","0","160","160","160"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","5543","0","5543","69","5612","5612","6","9","0","15","5597","5597","5603"
"BA2","Total children's services - commissioning and social work (line BA1)","5543","0","5543","69","5612","5612","6","9","0","15","5597","5597","5603"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","760","53","707","1593","2353","2300","0","1","0","1","2299","2352","2299"
"BB2","Secure accommodation (welfare)","0","0","0","32","32","32","0","0","0","0","32","32","32"
"BB3","Fostering services","1455","30","1425","257","1712","1682","50","0","0","50","1632","1662","1682"
"BB4","Other children looked after services","46","0","46","184","230","230","0","0","0","0","230","230","230"
"BB5","Total children looked after (lines BB1 to BB4)","2261","83","2178","2066","4327","4244","50","1","0","51","4193","4276","4243"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","82","59","23","477","559","500","21","0","0","21","479","538","500"
"BC2","Services for under 8s","705","46","659","162","867","821","32","17","0","49","772","818","804"
"BC3","Direct payments","0","0","0","16","16","16","0","0","0","0","16","16","16"
"BC4","Home care","30","0","30","0","30","30","0","0","0","0","30","30","30"
"BC5","Equipment and adaptations","49","0","49","0","49","49","0","0","0","0","49","49","49"
"BC6","Other family support services","752","0","752","309","1061","1061","1","0","0","1","1060","1060","1061"
"BC7","Total family support services (lines BC1 to BC6)","1618","105","1513","964","2582","2477","54","17","0","71","2406","2511","2460"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","544","0","544","0","544","544","197","6","0","203","341","341","538"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","544","0","544","0","544","544","197","6","0","203","341","341","538"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","635","0","635","4","639","639","3","0","0","3","636","636","639"
"BE2","Leaving care services","873","0","873","887","1760","1760","14","0","0","14","1746","1746","1760"
"BE3","Other other children's and families services","294","0","294","156","450","450","0","0","0","0","450","450","450"
"BE4","Total other children's and families services (lines BE1 to BE3)","1802","0","1802","1047","2849","2849","17","0","0","17","2832","2832","2849"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","11768","188","11580","4146","15914","15726","324","33","0","357","15369","15557","15693"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","4160","0","4160","39","4199","4199","0","8","325","333","3866","3866","3866"
"C2","Nursing care placements","0","0","0","4354","4354","4354","1511","258","0","1769","2585","2585","4096"
"C3","Residential care placements","0","0","0","5879","5879","5879","2323","27","0","2350","3529","3529","5852"
"C4","Supported and other accommodation","24","0","24","464","488","488","18","0","0","18","470","470","488"
"C5","Direct payments","0","0","0","237","237","237","16","0","0","16","221","221","237"
"C6","Home care","3097","11","3086","3091","6188","6177","834","68","0","902","5275","5286","6109"
"C7","Day care","1057","99","958","870","1927","1828","80","6","0","86","1742","1841","1822"
"C8","Equipment and adaptations","720","0","720","13","733","733","0","26","0","26","707","707","707"
"C9","Meals","241","0","241","546","787","787","292","0","8","300","487","487","779"
"C10","Other services to older people","113","0","113","265","378","378","1","0","0","1","377","377","378"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","9412","110","9302","15758","25170","25060","5075","393","333","5801","19259","19369","24334"
"C12","Supporting People","94","0","94","252","346","346","0","31","0","31","315","315","315"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","9506","110","9396","16010","25516","25406","5075","424","333","5832","19574","19684","24649"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1141","0","1141","11","1152","1152","0","0","0","0","1152","1152","1152"
"D2","Nursing care placements","0","0","0","556","556","556","61","187","0","248","308","308","369"
"D3","Residential care placements","0","0","0","611","611","611","41","0","0","41","570","570","611"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","202","202","202","4","0","0","4","198","198","202"
"D6","Home care","403","0","403","688","1091","1091","104","0","107","211","880","880","984"
