"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Knowsley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","322","0","322","0","322","322","262","0","0","262","60","60","322"
"A2","Complaints procedures","1","0","1","0","1","1","0","0","0","0","1","1","1"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","323","0","323","0","323","323","262","0","0","262","61","61","323"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","2838.1154341262954","61","2777.1154341262954","0","2838.1154341262954","2777.1154341262954","177","0","0","177","2600.1154341262954","2661.1154341262954","2777.1154341262954"
"BA2","Total children's services - commissioning and social work (line BA1)","2838.1154341262954","61","2777.1154341262954","0","2838.1154341262954","2777.1154341262954","177","0","0","177","2600.1154341262954","2661.1154341262954","2777.1154341262954"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","2692.0474466115193","59","2633.0474466115193","1349.900480530393","4041.9479271419123","3982.9479271419123","4","9","0","13","3969.9479271419123","4028.9479271419123","3973.9479271419123"
"BB2","Secure accommodation (welfare)","0","0","0","117.90967462592005","117.90967462592005","117.90967462592005","0","0","0","0","117.90967462592005","117.90967462592005","117.90967462592005"
"BB3","Fostering services","2655.3018511869723","0","2655.3018511869723","78.239129891965632","2733.5409810789379","2733.5409810789379","38","13","0","51","2682.5409810789379","2682.5409810789379","2720.5409810789379"
"BB4","Other children looked after services","261.19643264874054","0","261.19643264874054","419.84659843435077","681.04303108309136","681.04303108309136","0","0","0","0","681.04303108309136","681.04303108309136","681.04303108309136"
"BB5","Total children looked after (lines BB1 to BB4)","5608.545730447232","59","5549.545730447232","1965.8958834826294","7574.441613929861","7515.441613929861","42","22","0","64","7451.441613929861","7510.441613929861","7493.441613929861"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","2021.5186062844855","199","1822.5186062844855","0","2021.5186062844855","1822.5186062844855","52","0","0","52","1770.5186062844855","1969.5186062844855","1822.5186062844855"
"BC2","Services for under 8s","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC5","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC6","Other family support services","736.737919892636","0","736.737919892636","0","736.737919892636","736.737919892636","71","0","0","71","665.737919892636","665.737919892636","736.737919892636"
"BC7","Total family support services (lines BC1 to BC6)","2758.2565261771215","199","2559.2565261771215","0","2758.2565261771215","2559.2565261771215","123","0","0","123","2436.2565261771215","2635.2565261771215","2559.2565261771215"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","493.11075401399006","0","493.11075401399006","0","493.11075401399006","493.11075401399006","7","0","0","7","486.11075401399006","486.11075401399006","493.11075401399006"
"BE2","Leaving care services","1272.0149141548532","0","1272.0149141548532","8.8156766075454236","1280.8305907623985","1280.8305907623985","25","0","0","25","1255.8305907623985","1255.8305907623985","1280.8305907623985"
"BE3","Other other children's and families services","798.81599581363696","0","798.81599581363696","11.019595759431779","809.83559157306877","809.83559157306877","203","0","0","203","606.83559157306877","606.83559157306877","809.83559157306877"
"BE4","Total other children's and families services (lines BE1 to BE3)","2563.9416639824803","0","2563.9416639824803","19.8352723669772","2583.7769363494576","2583.7769363494576","235","0","0","235","2348.7769363494576","2348.7769363494576","2583.7769363494576"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","13768.859354733129","319","13449.859354733129","1985.7311558496067","15754.590510582737","15435.590510582737","577","22","0","599","14836.590510582737","15155.590510582737","15413.590510582737"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","2493.0519983939962","0","2493.0519983939962","215.98560219395139","2709.0376005879475","2709.0376005879475","111","80","0","191","2518.0376005879475","2518.0376005879475","2629.0376005879475"
"C2","Nursing care placements","0","0","0","5116.9530166831719","5116.9530166831719","5116.9530166831719","1750","565","0","2315","2801.9530166831719","2801.9530166831719","4551.9530166831719"
"C3","Residential care placements","0","0","0","7077.7634836596326","7077.7634836596326","7077.7634836596326","2171","0","0","2171","4906.7634836596326","4906.7634836596326","7077.7634836596326"
"C4","Supported and other accommodation","11.280778273276001","0","11.280778273276001","0","11.280778273276001","11.280778273276001","1","0","0","1","10.280778273276001","10.280778273276001","11.280778273276001"
