"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Nottinghamshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","167","0","167","0","167","167","0","0","0","0","167","167","167"
"A2","Complaints procedures","226","6","220","0","226","220","0","0","2","2","218","224","218"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","393","6","387","0","393","387","0","0","2","2","385","391","385"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","16522","26","16496","229","16751","16725","0","0","467","467","16258","16284","16258"
"BA2","Total children's services - commissioning and social work (line BA1)","16522","26","16496","229","16751","16725","0","0","467","467","16258","16284","16258"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","8287","422","7865","2932","11219","10797","0","0","604","604","10193","10615","10193"
"BB2","Secure accommodation (welfare)","7","0","7","0","7","7","0","0","0","0","7","7","7"
"BB3","Fostering services","5669","14","5655","1315","6984","6970","0","0","4","4","6966","6980","6966"
"BB4","Other children looked after services","237","0","237","20","257","257","0","0","0","0","257","257","257"
"BB5","Total children looked after (lines BB1 to BB4)","14200","436","13764","4267","18467","18031","0","0","608","608","17423","17859","17423"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","3179","132","3047","0","3179","3047","2","0","2","4","3043","3175","3045"
"BC2","Services for under 8s","363","0","363","44","407","407","0","0","47","47","360","360","360"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","308","0","308","0","308","308","0","0","0","0","308","308","308"
"BC5","Equipment and adaptations","217","0","217","2","219","219","0","0","0","0","219","219","219"
"BC6","Other family support services","3709","4","3705","1440","5149","5145","2","0","4","6","5139","5143","5141"
"BC7","Total family support services (lines BC1 to BC6)","7776","136","7640","1486","9262","9126","4","0","53","57","9069","9205","9073"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","17","0","17","26","43","43","0","0","0","0","43","43","43"
"BD2","Youth offender teams","2532","0","2532","15","2547","2547","0","1183","8","1191","1356","1356","1356"
"BD3","Other youth justice services","41","0","41","0","41","41","0","0","0","0","41","41","41"
"BD4","Total youth justice (lines BD1 to BD3)","2590","0","2590","41","2631","2631","0","1183","8","1191","1440","1440","1440"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","2335","8","2327","177","2512","2504","5","0","58","63","2441","2449","2446"
"BE2","Leaving care services","507","0","507","506","1013","1013","0","0","0","0","1013","1013","1013"
"BE3","Other other children's and families services","380","0","380","688","1068","1068","0","0","0","0","1068","1068","1068"
"BE4","Total other children's and families services (lines BE1 to BE3)","3222","8","3214","1371","4593","4585","5","0","58","63","4522","4530","4527"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","44310","606","43704","7394","51704","51098","9","1183","1194","2386","48712","49318","48721"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","15043","22","15021","501","15544","15522","28","0","412","440","15082","15104","15110"
"C2","Nursing care placements","0","0","0","17947","17947","17947","8474","0","41","8515","9432","9432","17906"
"C3","Residential care placements","16373","1314","15059","30636","47009","45695","15260","0","261","15521","30174","31488","45434"
"C4","Supported and other accommodation","33","0","33","366","399","399","0","0","0","0","399","399","399"
"C5","Direct payments","0","0","0","413","413","413","0","0","21","21","392","392","392"
"C6","Home care","12720","0","12720","7650","20370","20370","2697","0","245","2942","17428","17428","20125"
"C7","Day care","3299","0","3299","373","3672","3672","133","0","5","138","3534","3534","3667"
"C8","Equipment and adaptations","3","0","3","26","29","29","0","0","0","0","29","29","29"
"C9","Meals","2826","0","2826","18","2844","2844","1332","0","1","1333","1511","1511","2843"
"C10","Other services to older people","794","6","788","239","1033","1027","94","0","7","101","926","932","1020"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","51091","1342","49749","58169","109260","107918","28018","0","993","29011","78907","80249","106925"
"C12","Supporting People","0","0","0","4093","4093","4093","0","0","0","0","4093","4093","4093"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","51091","1342","49749","62262","113353","112011","28018","0","993","29011","83000","84342","111018"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","3711","6","3705","152","3863","3857","6","0","87","93","3764","3770","3770"
"D2","Nursing care placements","0","0","0","2389","2389","2389","910","0","94","1004","1385","1385","2295"
"D3","Residential care placements","0","0","0","2253","2253","2253","633","0","29","662","1591","1591","2224"
