"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Luton UA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","371","0","371","0","371","371","0","0","69","69","302","302","302"
"A2","Complaints procedures","46","0","46","0","46","46","0","0","0","0","46","46","46"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","417","0","417","0","417","417","0","0","69","69","348","348","348"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","2915","3","2912","621","3536","3533","0","0","0","0","3533","3536","3533"
"BA2","Total children's services - commissioning and social work (line BA1)","2915","3","2912","621","3536","3533","0","0","0","0","3533","3536","3533"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1374","65","1309","2263","3637","3572","0","0","37","37","3535","3600","3535"
"BB2","Secure accommodation (welfare)","0","0","0","141","141","141","0","0","0","0","141","141","141"
"BB3","Fostering services","4010","1","4009","2173","6183","6182","0","0","7","7","6175","6176","6175"
"BB4","Other children looked after services","237","0","237","0","237","237","0","0","0","0","237","237","237"
"BB5","Total children looked after (lines BB1 to BB4)","5621","66","5555","4577","10198","10132","0","0","44","44","10088","10154","10088"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1183","73","1110","0","1183","1110","0","0","0","0","1110","1183","1110"
"BC2","Services for under 8s","31","0","31","0","31","31","0","0","0","0","31","31","31"
"BC3","Direct payments","0","0","0","1","1","1","0","0","0","0","1","1","1"
"BC4","Home care","0","0","0","97","97","97","0","0","0","0","97","97","97"
"BC5","Equipment and adaptations","52","0","52","0","52","52","0","0","0","0","52","52","52"
"BC6","Other family support services","454","0","454","30","484","484","0","0","25","25","459","459","459"
"BC7","Total family support services (lines BC1 to BC6)","1720","73","1647","128","1848","1775","0","0","25","25","1750","1823","1750"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","50","50","50","0","0","0","0","50","50","50"
"BD2","Youth offender teams","1214","0","1214","67","1281","1281","0","0","51","51","1230","1230","1230"
"BD3","Other youth justice services","22","0","22","68","90","90","0","0","0","0","90","90","90"
"BD4","Total youth justice (lines BD1 to BD3)","1236","0","1236","185","1421","1421","0","0","51","51","1370","1370","1370"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","558","0","558","0","558","558","0","0","25","25","533","533","533"
"BE2","Leaving care services","562","0","562","0","562","562","0","0","31","31","531","531","531"
"BE3","Other other children's and families services","14","0","14","168","182","182","0","0","0","0","182","182","182"
"BE4","Total other children's and families services (lines BE1 to BE3)","1134","0","1134","168","1302","1302","0","0","56","56","1246","1246","1246"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","12626","142","12484","5679","18305","18163","0","0","176","176","17987","18129","17987"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","3201","3","3198","236","3437","3434","0","0","22","22","3412","3415","3412"
"C2","Nursing care placements","0","0","0","1659","1659","1659","789","0","0","789","870","870","1659"
"C3","Residential care placements","5304","139","5165","4389","9693","9554","3022","0","40","3062","6492","6631","9514"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","18","18","18","0","0","0","0","18","18","18"
"C6","Home care","3192","3","3189","2594","5786","5783","692","0","8","700","5083","5086","5775"
"C7","Day care","1470","105","1365","3","1473","1368","102","0","0","102","1266","1371","1368"
"C8","Equipment and adaptations","280","0","280","0","280","280","0","0","0","0","280","280","280"
"C9","Meals","272","3","269","50","322","319","138","0","0","138","181","184","319"
"C10","Other services to older people","421","0","421","329","750","750","0","0","0","0","750","750","750"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","14140","253","13887","9278","23418","23165","4743","0","70","4813","18352","18605","23095"
"C12","Supporting People","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","14140","253","13887","9278","23418","23165","4743","0","70","4813","18352","18605","23095"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","793","2","791","88","881","879","0","0","64","64","815","817","815"
"D2","Nursing care placements","0","0","0","547","547","547","194","0","0","194","353","353","547"
"D3","Residential care placements","784","67","717","455","1239","1172","83","0","0","83","1089","1156","1172"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D5","Direct payments","0","0","0","50","50","50","0","0","0","0","50","50","50"
