"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Norfolk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","803","0","803","0","803","803","0","7","49","56","747","747","747"
"A2","Complaints procedures","157","0","157","0","157","157","0","0","-9","-9","166","166","166"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","960","0","960","0","960","960","0","7","40","47","913","913","913"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","12671","0","12671","0","12671","12671","0","905","72","977","11694","11694","11694"
"BA2","Total children's services - commissioning and social work (line BA1)","12671","0","12671","0","12671","12671","0","905","72","977","11694","11694","11694"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4642","244","4398","10670","15312","15068","1","1063","27","1091","13977","14221","13978"
"BB2","Secure accommodation (welfare)","0","0","0","35","35","35","0","0","0","0","35","35","35"
"BB3","Fostering services","9228","0","9228","3419","12647","12647","14","26","162","202","12445","12445","12459"
"BB4","Other children looked after services","0","0","0","227","227","227","0","0","0","0","227","227","227"
"BB5","Total children looked after (lines BB1 to BB4)","13870","244","13626","14351","28221","27977","15","1089","189","1293","26684","26928","26699"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","895","0","895","312","1207","1207","0","8","1","9","1198","1198","1198"
"BC2","Services for under 8s","122","0","122","0","122","122","0","0","0","0","122","122","122"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","552","0","552","131","683","683","0","4","1","5","678","678","678"
"BC5","Equipment and adaptations","175","0","175","0","175","175","0","14","14","28","147","147","147"
"BC6","Other family support services","767","0","767","0","767","767","0","57","0","57","710","710","710"
"BC7","Total family support services (lines BC1 to BC6)","2511","0","2511","443","2954","2954","0","83","16","99","2855","2855","2855"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","1","1","1","0","0","0","0","1","1","1"
"BD2","Youth offender teams","1254","0","1254","0","1254","1254","0","5","0","5","1249","1249","1249"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD4","Total youth justice (lines BD1 to BD3)","1254","0","1254","1","1255","1255","0","5","0","5","1250","1250","1250"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1846","0","1846","0","1846","1846","0","0","29","29","1817","1817","1817"
"BE2","Leaving care services","2354","0","2354","0","2354","2354","0","0","10","10","2344","2344","2344"
"BE3","Other other children's and families services","262","9","253","1108","1370","1361","0","52","7","59","1302","1311","1302"
"BE4","Total other children's and families services (lines BE1 to BE3)","4462","9","4453","1108","5570","5561","0","52","46","98","5463","5472","5463"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","34768","253","34515","15903","50671","50418","15","2134","323","2472","47946","48199","47961"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","6866","0","6866","0","6866","6866","0","656","30","686","6180","6180","6180"
"C2","Nursing care placements","0","0","0","17303","17303","17303","7891","24","0","7915","9388","9388","17279"
"C3","Residential care placements","21369","1327","20042","49785","71154","69827","28678","925","101","29704","40123","41450","68801"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","266","266","266","148","0","0","148","118","118","266"
"C6","Home care","18249","0","18249","8868","27117","27117","6703","26","116","6845","20272","20272","26975"
"C7","Day care","664","97","567","2328","2992","2895","25","130","8","163","2732","2829","2757"
"C8","Equipment and adaptations","2461","0","2461","0","2461","2461","0","22","9","31","2430","2430","2430"
"C9","Meals","1179","35","1144","0","1179","1144","655","0","1","656","488","523","1143"
"C10","Other services to older people","0","0","0","1985","1985","1985","0","63","0","63","1922","1922","1922"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","50788","1459","49329","80535","131323","129864","44100","1846","265","46211","83653","85112","127753"
"C12","Supporting People","5496","0","5496","0","5496","5496","0","0","0","0","5496","5496","5496"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","56284","1459","54825","80535","136819","135360","44100","1846","265","46211","89149","90608","133249"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","4701","14","4687","0","4701","4687","6","295","48","349","4338","4352","4344"
"D2","Nursing care placements","0","0","0","3098","3098","3098","532","58","0","590","2508","2508","3040"
"D3","Residential care placements","852","8","844","3274","4126","4118","655","72","0","727","3391","3399","4046"
