"PSS EXPENDITURE IN 2003-04 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS (Incl SSMSS Sheet)","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","PSS EX1 Return for 2003-04"
"Check that cell N149 matches total social services expenditure recorded in the authority's accounts and complete cell N152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,"GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST","EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L","col O = H - J - K"
"A:","SERVICE STRATEGY","Cornwall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","867","0","867","0","867","867","18","21","0","39","828","828","846"
"A2","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A3","TOTAL SERVICE STRATEGY (LINES A1 to A2)","867","0","867","0","867","867","18","21","0","39","828","828","846"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work","7903","0","7903","0","7903","7903","144","30","90","264","7639","7639","7783"
"BA2","Total children's services - commissioning and social work (line BA1)","7903","0","7903","0","7903","7903","144","30","90","264","7639","7639","7783"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","4078","117","3961","4286","8364","8247","29","392","0","421","7826","7943","7855"
"BB2","Secure accommodation (welfare)","292","0","292","0","292","292","0","0","0","0","292","292","292"
"BB3","Fostering services","7324","0","7324","321","7645","7645","15","89","0","104","7541","7541","7556"
"BB4","Other children looked after services","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BB5","Total children looked after (lines BB1 to BB4)","11694","117","11577","4607","16301","16184","44","481","0","525","15659","15776","15703"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1643","47","1596","0","1643","1596","46","6","0","52","1544","1591","1590"
"BC2","Services for under 8s","800","0","800","0","800","800","0","408","0","408","392","392","392"
"BC3","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BC4","Home care","1034","0","1034","0","1034","1034","4","2","0","6","1028","1028","1032"
"BC5","Equipment and adaptations","39","0","39","0","39","39","0","0","0","0","39","39","39"
"BC6","Other family support services","1577","0","1577","0","1577","1577","4","31","0","35","1542","1542","1546"
"BC7","Total family support services (lines BC1 to BC6)","5093","47","5046","0","5093","5046","54","447","0","501","4545","4592","4599"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BD2","Youth offender teams","1160","0","1160","0","1160","1160","16","200","61","277","883","883","899"
"BD3","Other youth justice services","40","0","40","0","40","40","0","0","0","0","40","40","40"
"BD4","Total youth justice (lines BD1 to BD3)","1200","0","1200","0","1200","1200","16","200","61","277","923","923","939"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","777","0","777","0","777","777","12","24","0","36","741","741","753"
"BE2","Leaving care services","768","0","768","0","768","768","0","0","0","0","768","768","768"
"BE3","Other other children's and families services","2236","0","2236","682","2918","2918","69","96","100","265","2653","2653","2722"
"BE4","Total other children's and families services (lines BE1 to BE3)","3781","0","3781","682","4463","4463","81","120","100","301","4162","4162","4243"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA2+BB5+BC7+BD4+BE4)","29671","164","29507","5289","34960","34796","339","1278","251","1868","32928","33092","33267"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","9446","0","9446","0","9446","9446","32","57","50","139","9307","9307","9339"
"C2","Nursing care placements","0","0","0","19577","19577","19577","6334","6368","0","12702","6875","6875","13209"
"C3","Residential care placements","1194","0","1194","26598","27792","27792","8887","89","0","8976","18816","18816","27703"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C5","Direct payments","0","0","0","93","93","93","7","0","0","7","86","86","93"
"C6","Home care","7066","0","7066","6922","13988","13988","2471","376","1","2848","11140","11140","13611"
"C7","Day care","432","86","346","1476","1908","1822","275","9","0","284","1538","1624","1813"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0","0"
"C9","Meals","0","0","0","261","261","261","51","0","0","51","210","210","261"
"C10","Other services to older people","207","0","207","816","1023","1023","68","0","0","68","955","955","1023"
"C11","TOTAL OLDER PEOPLE excluding Supporting People (LINES C1 to C10)","18345","86","18259","55743","74088","74002","18125","6899","51","25075","48927","49013","67052"
"C12","Supporting People","5","0","5","141","146","146","0","0","0","0","146","146","146"
"C13","TOTAL OLDER PEOPLE including Supporting People (LINES C11+C12)","18350","86","18264","55884","74234","74148","18125","6899","51","25075","49073","49159","67198"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","3490","0","3490","0","3490","3490","275","24","8","307","3183","3183","3458"
"D2","Nursing care placements","0","0","0","907","907","907","62","0","0","62","845","845","907"
"D3","Residential care placements","360","20","340","1740","2100","2080","103","1","8","112","1968","1988","2071"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0","0"
