"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"North East Lincolnshire UA","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","102","0","102","0","102","102","0","0","0","0","102","102",NA,"102"
"A2","Registration and inspection","189","0","189","0","189","189","86","30","1","117","72","72",NA,"158"
"A3","Complaints procedures","44","0","44","0","44","44","0","0","0","0","44","44",NA,"44"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","335","0","335","0","335","335","86","30","1","117","218","218",NA,"304"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","2939","51","2888","65","3004","2953","1","0","11","12","2941","2992",NA,"2942"
"BA2","GALRO","0","0","0","129","129","129","0","0","0","0","129","129",NA,"129"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","2939","51","2888","194","3133","3082","1","0","11","12","3070","3121",NA,"3071"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1310","153","1157","2094","3404","3251","0","0","301","301","2950","3103",NA,"2950"
"BB2","Secure accommodation (welfare)","0","0","0","64","64","64","0","0","0","0","64","64",NA,"64"
"BB3","Fostering services","1360","7","1353","452","1812","1805","2","0","2","4","1801","1808",NA,"1803"
"BB4","Other children looked after services","1096","87","1009","2","1098","1011","1","0","35","36","975","1062",NA,"976"
"BB5","Total children looked after (lines BB1 to BB4)","3766","247","3519","2612","6378","6131","3","0","338","341","5790","6037",NA,"5793"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
