"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Kent","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","339","0","339","0","339","339","0","0","0","0","339","339",NA,"339"
"A2","Registration and inspection","2436","3","2433","0","2436","2433","836","0","0","836","1597","1600",NA,"2433"
"A3","Complaints procedures","217","0","217","0","217","217","0","0","0","0","217","217",NA,"217"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","2992","3","2989","0","2992","2989","836","0","0","836","2153","2156",NA,"2989"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","13484","17","13467","0","13484","13467","0","0","114","114","13353","13370",NA,"13353"
"BA2","GALRO","1021","1","1020","0","1021","1020","0","0","188","188","832","833",NA,"832"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","14505","18","14487","0","14505","14487","0","0","302","302","14185","14203",NA,"14185"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","2171","3","2168","9034","11205","11202","0","0","920","920","10282","10285",NA,"10282"
"BB2","Secure accommodation (welfare)","0","0","0","47","47","47","0","0","0","0","47","47",NA,"47"
"BB3","Fostering services","14491","3","14488","3010","17501","17498","0","0","271","271","17227","17230",NA,"17227"
"BB4","Other children looked after services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BB5","Total children looked after (lines BB1 to BB4)","16662","6","16656","12091","28753","28747","0","0","1191","1191","27556","27562",NA,"27556"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","4712","6","4706","893","5605","5599","3","0","428","431","5168","5174",NA,"5171"
"BC2","Services for under 8s","227","0","227","0","227","227","0","0","0","0","227","227",NA,"227"
"BC3","Home care","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC4","Equipment and adaptations","44","0","44","0","44","44","0","0","0","0","44","44",NA,"44"
"BC5","Other family support services","0","0","0","1173","1173","1173","0","0","171","171","1002","1002",NA,"1002"
"BC6","Total family support services (lines BC1 to BC5)","4983","6","4977","2066","7049","7043","3","0","599","602","6441","6447",NA,"6444"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","241","0","241","0","241","241","0","0","0","0","241","241",NA,"241"
"BD2","Youth offender teams","2557","3","2554","0","2557","2554","0","0","433","433","2121","2124",NA,"2121"
"BD3","Other youth justice services","80","0","80","0","80","80","0","0","0","0","80","80",NA,"80"
"BD4","Total youth justice (lines BD1 to BD3)","2878","3","2875","0","2878","2875","0","0","433","433","2442","2445",NA,"2442"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1017","1","1016","1625","2642","2641","0","0","57","57","2584","2585",NA,"2584"
"BE2","Leaving care services","1446","2","1444","860","2306","2304","0","0","2","2","2302","2304",NA,"2302"
"BE3","Other other children's and families services","0","0","0","3799","3799","3799","0","0","712","712","3087","3087",NA,"3087"
"BE4","Total other children's and families services (lines BE1 to BE3)","2463","3","2460","6284","8747","8744","0","0","771","771","7973","7976",NA,"7973"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","41491","36","41455","20441","61932","61896","3","0","3296","3299","58597","58633",NA,"58600"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","1406","2","1404","9105","10511","10509","0","0","49","49","10460","10462",NA,"10460"
"C2","Nursing home placements","0","0","0","27843","27843","27843","9290","0","709","9999","17844","17844",NA,"27134"
"C3","Residential care home placements","12487","15","12472","52542","65029","65014","27901","0","196","28097","36917","36932",NA,"64818"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C6","Home care","4276","5","4271","21231","25507","25502","5605","0","273","5878","19624","19629",NA,"25229"
"C7","Day care","2668","3","2665","1327","3995","3992","247","0","30","277","3715","3718",NA,"3962"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C9","Meals","0","0","0","2347","2347","2347","1100","0","0","1100","1247","1247",NA,"2347"
"C10","Other services to older people","0","0","0","4748","4748","4748","0","0","351","351","4397","4397",NA,"4397"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","20837","25","20812","119143","139980","139955","44143","0","1608","45751","94204","94229",NA,"138347"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","2481","1","2480","1544","4025","4024","0","0","77","77","3947","3948",NA,"3947"
"D2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D3","Residential care home placements","0","0","0","10252","10252","10252","1973","0","1877","3850","6402","6402",NA,"8375"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D5","Direct payments","0","0","0","421","421","421","0","0","0","0","421","421",NA,"421"
"D6","Home care","546","1","545","4710","5256","5255","633","0","0","633","4622","4623",NA,"5255"
"D7","Day care","150","0","150","687","837","837","8","0","39","47","790","790",NA,"798"
"D8","Equipment and adaptations","2631","6","2625","46","2677","2671","25","0","359","384","2287","2293",NA,"2312"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D10","Other services to adults with a physical disability or sensory impairment","467","0","467","2548","3015","3015","0","0","158","158","2857","2857",NA,"2857"
