"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Hounslow","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","102","0","102","0","102","102","0","0","0","0","102","102",NA,"102"
"A2","Registration and inspection","388","0","388","3","391","391","0","0","113","113","278","278",NA,"278"
"A3","Complaints procedures","52","0","52","0","52","52","0","0","0","0","52","52",NA,"52"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","542","0","542","3","545","545","0","0","113","113","432","432",NA,"432"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","3841","45","3796","413","4254","4209","0","0","5","5","4204","4249",NA,"4204"
"BA2","GALRO","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","3841","45","3796","413","4254","4209","0","0","5","5","4204","4249",NA,"4204"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","1194","40","1154","3016","4210","4170","5","3","183","191","3979","4019",NA,"3984"
"BB2","Secure accommodation (welfare)","0","0","0","8","8","8","0","0","0","0","8","8",NA,"8"
"BB3","Fostering services","2148","25","2123","2367","4515","4490","0","0","6","6","4484","4509",NA,"4484"
"BB4","Other children looked after services","0","0","0","239","239","239","0","0","0","0","239","239",NA,"239"
"BB5","Total children looked after (lines BB1 to BB4)","3342","65","3277","5630","8972","8907","5","3","189","197","8710","8775",NA,"8715"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1094","50","1044","0","1094","1044","4","0","132","136","908","958",NA,"912"
"BC2","Services for under 8s","66","1","65","206","272","271","0","0","72","72","199","200",NA,"199"
"BC3","Home care","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC4","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC5","Other family support services","1467","28","1439","564","2031","2003","0","0","38","38","1965","1993",NA,"1965"
"BC6","Total family support services (lines BC1 to BC5)","2627","79","2548","770","3397","3318","4","0","242","246","3072","3151",NA,"3076"
