"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Northamptonshire","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","87","0","87","0","87","87","1","0","0","1","86","86",NA,"87"
"A2","Registration and inspection","1238","1","1237","3","1241","1240","237","0","59","296","944","945",NA,"1181"
"A3","Complaints procedures","87","0","87","0","87","87","1","0","0","1","86","86",NA,"87"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","1412","1","1411","3","1415","1414","239","0","59","298","1116","1117",NA,"1355"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","8402","121","8281","466","8868","8747","139","0","448","587","8160","8281",NA,"8299"
"BA2","GALRO","397","0","397","1","398","398","6","0","28","34","364","364",NA,"370"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","8799","121","8678","467","9266","9145","145","0","476","621","8524","8645",NA,"8669"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","7372","258","7114","3529","10901","10643","194","0","436","630","10013","10271",NA,"10207"
"BB2","Secure accommodation (welfare)","2608","401","2207","273","2881","2480","39","0","1978","2017","463","864",NA,"502"
"BB3","Fostering services","1363","2","1361","2964","4327","4325","69","0","98","167","4158","4160",NA,"4227"
"BB4","Other children looked after services","52","0","52","346","398","398","6","0","9","15","383","383",NA,"389"
"BB5","Total children looked after (lines BB1 to BB4)","11395","661","10734","7112","18507","17846","308","0","2521","2829","15017","15678",NA,"15325"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC2","Services for under 8s","1404","185","1219","494","1898","1713","37","0","196","233","1480","1665",NA,"1517"
"BC3","Home care","31","0","31","0","31","31","8","0","1","9","22","22",NA,"30"
"BC4","Equipment and adaptations","388","0","388","1","389","389","24","0","187","211","178","178",NA,"202"
"BC5","Other family support services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC6","Total family support services (lines BC1 to BC5)","1823","185","1638","495","2318","2133","69","0","384","453","1680","1865",NA,"1749"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","1832","26","1806","318","2150","2124","624","0","34","658","1466","1492",NA,"2090"
"BD3","Other youth justice services","12","0","12","76","88","88","1","0","2","3","85","85",NA,"86"
"BD4","Total youth justice (lines BD1 to BD3)","1844","26","1818","394","2238","2212","625","0","36","661","1551","1577",NA,"2176"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","409","1","408","933","1342","1341","26","0","50","76","1265","1266",NA,"1291"
"BE2","Leaving care services","577","0","577","188","765","765","12","0","17","29","736","736",NA,"748"
"BE3","Other other children's and families services","35","0","35","229","264","264","4","0","123","127","137","137",NA,"141"
"BE4","Total other children's and families services (lines BE1 to BE3)","1021","1","1020","1350","2371","2370","42","0","190","232","2138","2139",NA,"2180"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","24882","994","23888","9818","34700","33706","1189","0","3607","4796","28910","29904",NA,"30099"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
