"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Leeds","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","151","0","151","0","151","151","0","0","1","1","150","150",NA,"150"
"A2","Registration and inspection","470","1","469","1","471","470","0","0","142","142","328","329",NA,"328"
"A3","Complaints procedures","58","0","58","0","58","58","0","0","0","0","58","58",NA,"58"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","679","1","678","1","680","679","0","0","143","143","536","537",NA,"536"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","14936","208","14728","192","15128","14920","1","0","942","943","13977","14185",NA,"13978"
"BA2","GALRO","210","1","209","505","715","714","0","0","3","3","711","712",NA,"711"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","15146","209","14937","697","15843","15634","1","0","945","946","14688","14897",NA,"14689"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","7134","403","6731","3612","10746","10343","0","0","893","893","9450","9853",NA,"9450"
"BB2","Secure accommodation (welfare)","543","73","470","0","543","470","0","0","52","52","418","491",NA,"418"
"BB3","Fostering services","8068","114","7954","0","8068","7954","44","0","226","270","7684","7798",NA,"7728"
"BB4","Other children looked after services","1085","2","1083","460","1545","1543","0","0","45","45","1498","1500",NA,"1498"
"BB5","Total children looked after (lines BB1 to BB4)","16830","592","16238","4072","20902","20310","44","0","1216","1260","19050","19642",NA,"19094"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1018","67","951","0","1018","951","0","0","4","4","947","1014",NA,"947"
"BC2","Services for under 8s","14074","1461","12613","271","14345","12884","2019","0","1724","3743","9141","10602",NA,"11160"
"BC3","Home care","392","0","392","0","392","392","0","0","2","2","390","390",NA,"390"
"BC4","Equipment and adaptations","188","66","122","0","188","122","0","0","40","40","82","148",NA,"82"
"BC5","Other family support services","1189","2","1187","820","2009","2007","0","0","412","412","1595","1597",NA,"1595"
"BC6","Total family support services (lines BC1 to BC5)","16861","1596","15265","1091","17952","16356","2019","0","2182","4201","12155","13751",NA,"14174"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","4313","620","3693","465","4778","4158","0","0","4150","4150","8","628",NA,"8"
"BD2","Youth offender teams","1562","2","1560","2","1564","1562","0","0","202","202","1360","1362",NA,"1360"
"BD3","Other youth justice services","0","0","0","2","2","2","0","0","0","0","2","2",NA,"2"
"BD4","Total youth justice (lines BD1 to BD3)","5875","622","5253","469","6344","5722","0","0","4352","4352","1370","1992",NA,"1370"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","1703","2","1701","77","1780","1778","0","0","99","99","1679","1681",NA,"1679"
"BE2","Leaving care services","1167","49","1118","303","1470","1421","41","0","100","141","1280","1329",NA,"1321"
"BE3","Other other children's and families services","304","0","304","8","312","312","0","0","2","2","310","310",NA,"310"
"BE4","Total other children's and families services (lines BE1 to BE3)","3174","51","3123","388","3562","3511","41","0","201","242","3269","3320",NA,"3310"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","57886","3070","54816","6717","64603","61533","2105","0","8896","11001","50532","53602",NA,"52637"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","6721","60","6661","0","6721","6661","0","0","225","225","6436","6496",NA,"6436"
"C2","Nursing home placements","1519","38","1481","23083","24602","24564","7860","0","2691","10551","14013","14051",NA,"21873"
"C3","Residential care home placements","17577","2317","15260","18806","36383","34066","11836","0","3891","15727","18339","20656",NA,"30175"
"C4","Supported and other accommodation","810","47","763","2","812","765","319","0","459","778","-13","34",NA,"306"
"C5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C6","Home care","19262","26","19236","2138","21400","21374","1772","0","1661","3433","17941","17967",NA,"19713"
"C7","Day care","6789","641","6148","578","7367","6726","51","0","357","408","6318","6959",NA,"6369"
"C8","Equipment and adaptations","806","271","535","86","892","621","0","0","167","167","454","725",NA,"454"
"C9","Meals","1806","4","1802","163","1969","1965","922","0","21","943","1022","1026",NA,"1944"
"C10","Other services to older people","110","2","108","1616","1726","1724","0","0","72","72","1652","1654",NA,"1652"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","55400","3406","51994","46472","101872","98466","22760","0","9544","32304","66162","69568",NA,"88922"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1707","11","1696","4","1711","1700","0","0","41","41","1659","1670",NA,"1659"
"D2","Nursing home placements","147","4","143","1985","2132","2128","0","0","1408","1408","720","724",NA,"720"
"D3","Residential care home placements","887","104","783","1221","2108","2004","910","0","17","927","1077","1181",NA,"1987"
"D4","Supported and other accommodation","177","0","177","203","380","380","6","0","2","8","372","372",NA,"378"
"D5","Direct payments","0","0","0","179","179","179","0","0","1","1","178","178",NA,"178"
"D6","Home care","1911","3","1908","540","2451","2448","169","0","178","347","2101","2104",NA,"2270"
"D7","Day care","2487","364","2123","0","2487","2123","49","0","52","101","2022","2386",NA,"2071"
"D8","Equipment and adaptations","215","62","153","27","242","180","0","0","38","38","142","204",NA,"142"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D10","Other services to adults with a physical disability or sensory impairment","47","1","46","1016","1063","1062","0","0","15","15","1047","1048",NA,"1047"
