"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Northumberland","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","540","8","532","0","540","532","1","1","1","3","529","537",NA,"530"
"A2","Registration and inspection","679","25","654","0","679","654","169","0","0","169","485","510",NA,"654"
"A3","Complaints procedures","152","1","151","0","152","151","0","0","0","0","151","152",NA,"151"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","1371","34","1337","0","1371","1337","170","1","1","172","1165","1199",NA,"1335"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","5540","156","5384","0","5540","5384","19","70","66","155","5229","5385",NA,"5248"
"BA2","GALRO","133","0","133","0","133","133","0","0","0","0","133","133",NA,"133"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","5673","156","5517","0","5673","5517","19","70","66","155","5362","5518",NA,"5381"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","2614","78","2536","1487","4101","4023","1","0","6","7","4016","4094",NA,"4017"
"BB2","Secure accommodation (welfare)","169","1","168","53","222","221","1","0","0","1","220","221",NA,"221"
"BB3","Fostering services","1954","2","1952","198","2152","2150","0","0","34","34","2116","2118",NA,"2116"
"BB4","Other children looked after services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BB5","Total children looked after (lines BB1 to BB4)","4737","81","4656","1738","6475","6394","2","0","40","42","6352","6433",NA,"6354"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","327","327","327","0","0","0","0","327","327",NA,"327"
"BC2","Services for under 8s","310","36","274","412","722","686","7","0","0","7","679","715",NA,"686"
"BC3","Home care","91","0","91","82","173","173","0","0","0","0","173","173",NA,"173"
"BC4","Equipment and adaptations","0","0","0","53","53","53","0","0","0","0","53","53",NA,"53"
"BC5","Other family support services","551","59","492","1045","1596","1537","6","0","47","53","1484","1543",NA,"1490"
"BC6","Total family support services (lines BC1 to BC5)","952","95","857","1919","2871","2776","13","0","47","60","2716","2811",NA,"2729"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","644","2","642","0","644","642","0","0","104","104","538","540",NA,"538"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD4","Total youth justice (lines BD1 to BD3)","644","2","642","0","644","642","0","0","104","104","538","540",NA,"538"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","245","1","244","205","450","449","0","0","15","15","434","435",NA,"434"
"BE2","Leaving care services","0","0","0","174","174","174","0","0","0","0","174","174",NA,"174"
"BE3","Other other children's and families services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
