"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16","...17","...18","...19","...20","...21","...22"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"TOTAL England","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET","Col D as a","GROSS",NA,NA,NA,"NET",NA,NA
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL","% of col H","CURRENT",NA,NA,NA,"CURRENT",NA,NA
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE",NA,NA,NA,"EXPENDITURE",NA,NA
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,"Total","Assessment","Residential","Day and","Assessment","Residential","Day and"
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA,"and care","care","domiciliary","and care","care","domiciliary"
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA,"management",NA,"provision","management",NA,"provision"
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA,NA,NA,NA,NA,NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","58332.500801304275","843.03040799999997","57489.470393304277","150.75661375661377","58483.257415060885","57640.227007060894","768.0242010646615","907.6587892898624","12845.754801563267","14521.43779191779","43118.789215143101","43961.819623143099",NA,"43886.813416207762",NA,NA,NA,NA,NA,NA
"A2","Registration and inspection","78279.595292803089","385.59767903146098","77893.997613771615","906.22759783813092","79185.822890641211","78800.225211609737","15686.015811020003","613.41468968000004","4822.7943668900007","21122.224867590001","57678.000344019754","58063.598023051221",NA,"73364.016155039746",NA,NA,NA,NA,NA,NA
"A3","Complaints procedures","9071.1406250744021","5.5006120000000003","9065.6400130744023","99.517377568412073","9170.6580026428146","9165.1573906428148","41.813571383999999","31.077257056000001","98.797676387999999","171.68850482800002","8993.4688858148147","8998.9694978148145",NA,"9035.2824571988149",NA,NA,NA,NA,NA,NA
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","145683.23671918176","1234.1286990314611","144449.10802015031","1156.5015891631567","146839.73830834491","145605.60960931345","16495.853583468663","1552.1507360258624","17767.346844841264","35815.351164335792","109790.25844497766","111024.38714400913",NA,"126286.11202844634","126286.11202844634",NA,NA,"109790.25844497766",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","772872.32078571431","6366.2238041299197","766506.09698158433","11379.253613923545","784251.57439963776","777885.35059550789","1250.9267235081445","5633.5273460568123","12921.074523393152","19805.528592958111","758079.82200254989","764446.04580667964",NA,"759330.74872605794",NA,NA,NA,NA,NA,NA
"BA2","GALRO","27541.919387515893","37.877623909393115","27504.041763606499","7222.0957050595034","34764.015092575391","34726.137468665998","485.78976152817501","2177.0020989592808","3100.7875613505762","5763.5794218380315","28962.558046827966","29000.435670737366",NA,"29448.347808356142",NA,NA,NA,NA,NA,NA
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","800414.2401732303","6404.1014280393119","794010.13874519092","18601.349318983048","819015.58949221333","812611.48806417396","1736.7164850363197","7810.5294450160927","16021.862084743729","25569.108014796144","787042.3800493778","793446.48147741717",NA,"788779.09653441422",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","363310.90691208804","17138.409736820897","346172.49717526708","371376.55135677848","734687.45826886664","717549.04853204556","3445.4733570826434","5990.1523032731366","16868.787087613309","26304.412747969091","691244.63578407653","708383.04552089749","2.3884652584910366","694690.1091411591",NA,NA,NA,NA,NA,NA
"BB2","Secure accommodation (welfare)","11311.600333266591","1113.5134788216303","10198.086854444962","13246.79311329566","24558.393446562259","23444.87996774062","1610.0324203885805","944.75327527465618","4698.6510527052833","7253.4367483685182","16191.443219372104","17304.956698193731",NA,"17801.475639760683",NA,NA,NA,NA,NA,NA
"BB3","Fostering services","430244.60126855632","900.89804382128955","429343.70322473499","127482.79806771711","557727.39933627332","556826.5012924521","1521.19110648989","1188.8185270270687","5039.2753537784247","7749.2849872953839","549077.2163051567","549978.11434897804","0.16179151705786485","550598.40741164668",NA,NA,NA,NA,NA,NA
"BB4","Other children looked after services","32019.248497310393","901.40952745424909","31117.83896985614","24281.536810453228","56300.785307763625","55399.375780309376","984.45400832576888","1159.0444598729923","1348.426050272652","3491.9245184714132","51907.451261837952","52808.860789292201",NA,"52891.905270163727",NA,NA,NA,NA,NA,NA
"BB5","Total children looked after (lines BB1 to BB4)","836886.35701122123","20054.230786918066","816832.12622430315","536387.67934824433","1373274.0363594657","1353219.8055725479","7561.1508922868825","9282.7685654478519","27955.139544369671","44799.059002104404","1308420.7465704433","1328474.9773573612",NA,"1315981.8974627305",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","137623.64444550834","10370.557365379676","127253.08708012864","13883.665088060623","151507.30953356894","141136.75216818927","750.77837982913763","826.63128017220686","1888.5855059805269","3465.9951659818712","137670.75700220736","148041.31436758707",NA,"138421.53538203653",NA,NA,NA,NA,NA,NA
"BC2","Services for under 8s","117954.56824914826","6868.6240810388244","111085.94416810943","15845.824514461063","133800.39276360933","126931.76868257052","7318.3857197528323","381.59729909770141","6256.5477137219896","13956.530732572524","112975.23794999799","119843.86203103681",NA,"120293.62366975083",NA,NA,NA,NA,NA,NA
"BC3","Home care","12394.24307289275","5.1269696305961343","12389.116103262153","7430.8221887701502","19825.065261662901","19819.938292032304","232.04572573484171","60.363857286678432","147.00021428397881","439.40979730549896","19380.528494726808","19385.655464357402",NA,"19612.574220461647",NA,NA,NA,NA,NA,NA
"BC4","Equipment and adaptations","5658.9757474303005","97.632190636853082","5561.3435567934466","834.66703414878816","6493.6427815790885","6396.0105909422346","57.491584506366678","87.300248247534512","350.4750354139062","495.26686816780733","5900.7437227744276","5998.3759134112815",NA,"5958.2353072807937",NA,NA,NA,NA,NA,NA
"BC5","Other family support services","100836.63117156002","1132.951401102066","99703.679770457951","37665.608109767534","138502.23928132755","137369.28788022549","349.135291425584","2256.0752165502868","3150.8705080215395","5756.0810159974098","131613.20686422809","132746.15826533013",NA,"131962.34215565366",NA,NA,NA,NA,NA,NA
"BC6","Total family support services (lines BC1 to BC5)","374468.06268653972","18474.892007788021","355993.17067875166","75660.58693520815","450128.64962174784","431653.75761395984","8707.8367012487615","3611.9679013544078","11793.478977421941","24113.283580025112","407540.47403393465","426015.36604172265","4.280025757197425","416248.31073518348",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","24522.310492448134","3519.9791709622773","21002.331321485861","5679.7322178647737","30202.042710312911","26682.063539350631","4027.5555830986173","1599.4434774996171","10790.799927331906","16417.798987930139","10264.264551420494","13784.243722382773",NA,"14291.820134519106",NA,NA,NA,NA,NA,NA
