"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Warwickshire","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","656","0","656","0","656","656","0","0","0","0","656","656",NA,"656"
"A2","Registration and inspection","549","0","549","0","549","549","135","141","28","304","245","245",NA,"380"
"A3","Complaints procedures","96","0","96","0","96","96","0","0","4","4","92","92",NA,"92"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","1301","0","1301","0","1301","1301","135","141","32","308","993","993",NA,"1128"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","9051","142","8909","87","9138","8996","1","86","89","176","8820","8962",NA,"8821"
"BA2","GALRO","195","0","195","0","195","195","0","0","0","0","195","195",NA,"195"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","9246","142","9104","87","9333","9191","1","86","89","176","9015","9157",NA,"9016"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","0","0","0","2705","2705","2705","0","0","0","0","2705","2705",NA,"2705"
"BB2","Secure accommodation (welfare)","0","0","0","59","59","59","0","0","0","0","59","59",NA,"59"
"BB3","Fostering services","3510","0","3510","606","4116","4116","0","129","7","136","3980","3980",NA,"3980"
"BB4","Other children looked after services","43","0","43","64","107","107","0","5","0","5","102","102",NA,"102"
"BB5","Total children looked after (lines BB1 to BB4)","3553","0","3553","3434","6987","6987","0","134","7","141","6846","6846",NA,"6846"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","197","0","197","16","213","213","0","0","2","2","211","211",NA,"211"
"BC2","Services for under 8s","0","0","0","333","333","333","0","0","0","0","333","333",NA,"333"
"BC3","Home care","66","0","66","3","69","69","0","0","0","0","69","69",NA,"69"
"BC4","Equipment and adaptations","1","0","1","7","8","8","0","0","0","0","8","8",NA,"8"
"BC5","Other family support services","710","0","710","642","1352","1352","0","83","4","87","1265","1265",NA,"1265"
"BC6","Total family support services (lines BC1 to BC5)","974","0","974","1001","1975","1975","0","83","6","89","1886","1886",NA,"1886"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD4","Total youth justice (lines BD1 to BD3)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","451","0","451","1","452","452","0","0","6","6","446","446",NA,"446"
"BE2","Leaving care services","79","0","79","406","485","485","0","11","0","11","474","474",NA,"474"
"BE3","Other other children's and families services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BE4","Total other children's and families services (lines BE1 to BE3)","530","0","530","407","937","937","0","11","6","17","920","920",NA,"920"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","14303","142","14161","4929","19232","19090","1","314","108","423","18667","18809",NA,"18668"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","4267","82","4185","0","4267","4185","10","199","78","287","3898","3980",NA,"3908"
"C2","Nursing home placements","0","0","0","9131","9131","9131","3676","0","0","3676","5455","5455",NA,"9131"
"C3","Residential care home placements","6611","864","5747","12875","19486","18622","7608","264","55","7927","10695","11559",NA,"18303"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C5","Direct payments","0","0","0","12","12","12","0","0","0","0","12","12",NA,"12"
