"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Leicestershire","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","123","0","123","0","123","123","0","0","0","0","123","123",NA,"123"
"A2","Registration and inspection","986","0","986","0","986","986","178","0","42","220","766","766",NA,"944"
"A3","Complaints procedures","59","0","59","0","59","59","0","0","0","0","59","59",NA,"59"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","1168","0","1168","0","1168","1168","178","0","42","220","948","948",NA,"1126"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","4341","26","4315","57","4398","4372","2","9","132","143","4229","4255",NA,"4231"
"BA2","GALRO","140","0","140","190","330","330","0","195","6","201","129","129",NA,"129"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","4481","26","4455","247","4728","4702","2","204","138","344","4358","4384",NA,"4360"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","2600","123","2477","1348","3948","3825","2","0","200","202","3623","3746",NA,"3625"
"BB2","Secure accommodation (welfare)","0","0","0","128","128","128","0","0","0","0","128","128",NA,"128"
"BB3","Fostering services","2802","0","2802","15","2817","2817","10","0","50","60","2757","2757",NA,"2767"
"BB4","Other children looked after services","178","0","178","30","208","208","0","0","0","0","208","208",NA,"208"
"BB5","Total children looked after (lines BB1 to BB4)","5580","123","5457","1521","7101","6978","12","0","250","262","6716","6839",NA,"6728"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1293","105","1188","178","1471","1366","33","0","36","69","1297","1402",NA,"1330"
"BC2","Services for under 8s","15","0","15","0","15","15","0","0","0","0","15","15",NA,"15"
"BC3","Home care","529","0","529","0","529","529","0","0","3","3","526","526",NA,"526"
"BC4","Equipment and adaptations","0","0","0","48","48","48","1","0","8","9","39","39",NA,"40"
"BC5","Other family support services","683","2","681","0","683","681","0","0","3","3","678","680",NA,"678"
"BC6","Total family support services (lines BC1 to BC5)","2520","107","2413","226","2746","2639","34","0","50","84","2555","2662",NA,"2589"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","1064","0","1064","0","1064","1064","4","1","539","544","520","520",NA,"524"
"BD3","Other youth justice services","97","0","97","0","97","97","0","0","28","28","69","69",NA,"69"
"BD4","Total youth justice (lines BD1 to BD3)","1161","0","1161","0","1161","1161","4","1","567","572","589","589",NA,"593"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","471","0","471","0","471","471","0","49","18","67","404","404",NA,"404"
"BE2","Leaving care services","470","0","470","0","470","470","0","0","3","3","467","467",NA,"467"
"BE3","Other other children's and families services","39","0","39","663","702","702","0","0","78","78","624","624",NA,"624"
"BE4","Total other children's and families services (lines BE1 to BE3)","980","0","980","663","1643","1643","0","49","99","148","1495","1495",NA,"1495"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","14722","256","14466","2657","17379","17123","52","254","1104","1410","15713","15969",NA,"15765"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","5639","35","5604","0","5639","5604","0","0","113","113","5491","5526",NA,"5491"
"C2","Nursing home placements","0","0","0","6942","6942","6942","2707","0","0","2707","4235","4235",NA,"6942"
"C3","Residential care home placements","8438","498","7940","16880","25318","24820","10747","0","152","10899","13921","14419",NA,"24668"
"C4","Supported and other accommodation","10","0","10","40","50","50","22","0","3","25","25","25",NA,"47"
"C5","Direct payments","0","0","0","23","23","23","0","0","0","0","23","23",NA,"23"
"C6","Home care","5998","0","5998","7183","13181","13181","1556","0","357","1913","11268","11268",NA,"12824"
"C7","Day care","977","24","953","1070","2047","2023","50","0","111","161","1862","1886",NA,"1912"
"C8","Equipment and adaptations","0","0","0","1812","1812","1812","43","0","292","335","1477","1477",NA,"1520"
"C9","Meals","177","19","158","934","1111","1092","506","0","0","506","586","605",NA,"1092"
"C10","Other services to older people","402","29","373","1027","1429","1400","0","0","79","79","1321","1350",NA,"1321"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","21641","605","21036","35911","57552","56947","15631","0","1107","16738","40209","40814",NA,"55840"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
