"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Southampton UA","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","437","0","437","98","535","535","0","65","42","107","428","428",NA,"428"
"A2","Registration and inspection","91","0","91","0","91","91","0","0","0","0","91","91",NA,"91"
"A3","Complaints procedures","51","0","51","0","51","51","0","0","0","0","51","51",NA,"51"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","579","0","579","98","677","677","0","65","42","107","570","570",NA,"570"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","3969","0","3969","1","3970","3970","11","0","8","19","3951","3951",NA,"3962"
"BA2","GALRO","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","3969","0","3969","1","3970","3970","11","0","8","19","3951","3951",NA,"3962"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","2171","93","2078","325","2496","2403","0","0","2","2","2401","2494",NA,"2401"
"BB2","Secure accommodation (welfare)","232","0","232","0","232","232","0","0","0","0","232","232",NA,"232"
"BB3","Fostering services","2842","12","2830","151","2993","2981","146","0","0","146","2835","2847",NA,"2981"
"BB4","Other children looked after services","928","0","928","126","1054","1054","0","0","3","3","1051","1051",NA,"1051"
"BB5","Total children looked after (lines BB1 to BB4)","6173","105","6068","602","6775","6670","146","0","5","151","6519","6624",NA,"6665"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1099","136","963","9","1108","972","0","0","3","3","969","1105",NA,"969"
"BC2","Services for under 8s","392","0","392","0","392","392","0","0","206","206","186","186",NA,"186"
"BC3","Home care","0","0","0","32","32","32","0","0","0","0","32","32",NA,"32"
"BC4","Equipment and adaptations","3","0","3","11","14","14","0","0","0","0","14","14",NA,"14"
"BC5","Other family support services","975","0","975","386","1361","1361","0","0","7","7","1354","1354",NA,"1354"
"BC6","Total family support services (lines BC1 to BC5)","2469","136","2333","438","2907","2771","0","0","216","216","2555","2691",NA,"2555"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","29","0","29","0","29","29","0","0","0","0","29","29",NA,"29"
"BD2","Youth offender teams","425","48","377","0","425","377","0","0","0","0","377","425",NA,"377"
"BD3","Other youth justice services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD4","Total youth justice (lines BD1 to BD3)","454","48","406","0","454","406","0","0","0","0","406","454",NA,"406"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","956","0","956","0","956","956","0","0","0","0","956","956",NA,"956"
"BE2","Leaving care services","216","0","216","23","239","239","0","0","0","0","239","239",NA,"239"
"BE3","Other other children's and families services","960","87","873","14","974","887","0","0","6","6","881","968",NA,"881"
"BE4","Total other children's and families services (lines BE1 to BE3)","2132","87","2045","37","2169","2082","0","0","6","6","2076","2163",NA,"2076"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","15197","376","14821","1078","16275","15899","157","0","235","392","15507","15883",NA,"15664"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","2614","0","2614","65","2679","2679","0","0","1","1","2678","2678",NA,"2678"
"C2","Nursing home placements","0","0","0","3790","3790","3790","1416","0","0","1416","2374","2374",NA,"3790"
"C3","Residential care home placements","4320","144","4176","5925","10245","10101","4205","0","126","4331","5770","5914",NA,"9975"
"C4","Supported and other accommodation","0","0","0","137","137","137","0","0","0","0","137","137",NA,"137"
"C5","Direct payments","0","0","0","146","146","146","0","0","0","0","146","146",NA,"146"
"C6","Home care","1784","0","1784","3059","4843","4843","755","0","15","770","4073","4073",NA,"4828"
"C7","Day care","25","0","25","715","740","740","0","0","1","1","739","739",NA,"739"
"C8","Equipment and adaptations","340","0","340","156","496","496","70","0","123","193","303","303",NA,"373"
"C9","Meals","559","0","559","0","559","559","394","0","0","394","165","165",NA,"559"
"C10","Other services to older people","2335","0","2335","85","2420","2420","0","0","0","0","2420","2420",NA,"2420"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","11977","144","11833","14078","26055","25911","6840","0","266","7106","18805","18949",NA,"25645"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","664","0","664","12","676","676","0","0","4","4","672","672",NA,"672"
"D2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D3","Residential care home placements","0","0","0","1010","1010","1010","352","0","0","352","658","658",NA,"1010"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D5","Direct payments","0","0","0","728","728","728","0","0","0","0","728","728",NA,"728"
"D6","Home care","352","0","352","563","915","915","88","0","3","91","824","824",NA,"912"
"D7","Day care","613","55","558","235","848","793","10","117","1","128","665","720",NA,"675"
"D8","Equipment and adaptations","82","0","82","77","159","159","18","0","31","49","110","110",NA,"128"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D10","Other services to adults with a physical disability or sensory impairment","502","0","502","149","651","651","0","0","0","0","651","651",NA,"651"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC (LINES D1 to D10)","2213","55","2158","2774","4987","4932","468","117","39","624","4308","4363",NA,"4776"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","468","0","468","4","472","472","0","0","3","3","469","469",NA,"469"
"E2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E3","Residential care home placements","353","68","285","3493","3846","3778","1097","0","24","1121","2657","2725",NA,"3754"
"E4","Supported and other accommodation","621","0","621","100","721","721","269","0","0","269","452","452",NA,"721"
"E5","Direct payments","0","0","0","10","10","10","0","0","0","0","10","10",NA,"10"
"E6","Home care","65","0","65","288","353","353","0","0","8","8","345","345",NA,"345"
"E7","Day care","1376","218","1158","530","1906","1688","36","0","200","236","1452","1670",NA,"1488"
"E8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E10","Other services to adults with learning disabilities","640","0","640","13","653","653","0","0","15","15","638","638",NA,"638"
