"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Richmond upon Thames","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","220","0","220","0","220","220","0","0","0","0","220","220",NA,"220"
"A2","Registration and inspection","316","0","316","0","316","316","54","0","28","82","234","234",NA,"288"
"A3","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","536","0","536","0","536","536","54","0","28","82","454","454",NA,"508"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","2111","16","2095","0","2111","2095","0","0","9","9","2086","2102",NA,"2086"
"BA2","GALRO","56","0","56","0","56","56","0","0","0","0","56","56",NA,"56"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","2167","16","2151","0","2167","2151","0","0","9","9","2142","2158",NA,"2142"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","623","138","485","903","1526","1388","13","0","15","28","1360","1498",NA,"1373"
"BB2","Secure accommodation (welfare)","0","0","0","19","19","19","0","0","0","0","19","19",NA,"19"
"BB3","Fostering services","882","0","882","355","1237","1237","10","0","7","17","1220","1220",NA,"1230"
"BB4","Other children looked after services","29","0","29","0","29","29","0","0","0","0","29","29",NA,"29"
"BB5","Total children looked after (lines BB1 to BB4)","1534","138","1396","1277","2811","2673","23","0","22","45","2628","2766",NA,"2651"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC2","Services for under 8s","1010","78","932","0","1010","932","44","0","1","45","887","965",NA,"931"
"BC3","Home care","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC4","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC5","Other family support services","386","67","319","353","739","672","19","0","1","20","652","719",NA,"671"
"BC6","Total family support services (lines BC1 to BC5)","1396","145","1251","353","1749","1604","63","0","2","65","1539","1684",NA,"1602"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD3","Other youth justice services","16","0","16","0","16","16","0","0","11","11","5","5",NA,"5"
"BD4","Total youth justice (lines BD1 to BD3)","16","0","16","0","16","16","0","0","11","11","5","5",NA,"5"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","306","0","306","0","306","306","10","0","6","16","290","290",NA,"300"
"BE2","Leaving care services","0","0","0","277","277","277","1","0","0","1","276","276",NA,"277"
"BE3","Other other children's and families services","111","0","111","0","111","111","0","0","0","0","111","111",NA,"111"
"BE4","Total other children's and families services (lines BE1 to BE3)","417","0","417","277","694","694","11","0","6","17","677","677",NA,"688"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","5530","299","5231","1907","7437","7138","97","0","50","147","6991","7290",NA,"7088"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","1845","0","1845","0","1845","1845","0","0","81","81","1764","1764",NA,"1764"
"C2","Nursing home placements","0","0","0","4151","4151","4151","1251","0","0","1251","2900","2900",NA,"4151"
"C3","Residential care home placements","5131","318","4813","3636","8767","8449","2318","0","20","2338","6111","6429",NA,"8429"
