"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Buckinghamshire","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","149","2","147","0","149","147","0","0","0","0","147","149",NA,"147"
"A2","Registration and inspection","415","5","410","0","415","410","123","28","0","151","259","264",NA,"382"
"A3","Complaints procedures","34","0","34","0","34","34","0","0","0","0","34","34",NA,"34"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","598","7","591","0","598","591","123","28","0","151","440","447",NA,"563"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","6048","29","6019","0","6048","6019","20","8","0","28","5991","6020",NA,"6011"
"BA2","GALRO","313","0","313","0","313","313","0","167","0","167","146","146",NA,"146"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","6361","29","6332","0","6361","6332","20","175","0","195","6137","6166",NA,"6157"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","3590","442","3148","831","4421","3979","34","2","0","36","3943","4385",NA,"3977"
"BB2","Secure accommodation (welfare)","0","0","0","56","56","56","0","0","0","0","56","56",NA,"56"
"BB3","Fostering services","2712","0","2712","493","3205","3205","20","1","0","21","3184","3184",NA,"3204"
"BB4","Other children looked after services","29","0","29","68","97","97","0","0","0","0","97","97",NA,"97"
"BB5","Total children looked after (lines BB1 to BB4)","6331","442","5889","1448","7779","7337","54","3","0","57","7280","7722",NA,"7334"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","942","70","872","0","942","872","7","1","0","8","864","934",NA,"871"
"BC2","Services for under 8s","3","0","3","26","29","29","34","0","0","34","-5","-5",NA,"29"
"BC3","Home care","121","0","121","10","131","131","0","0","0","0","131","131",NA,"131"
"BC4","Equipment and adaptations","6","0","6","0","6","6","0","0","0","0","6","6",NA,"6"
"BC5","Other family support services","348","0","348","165","513","513","25","0","0","25","488","488",NA,"513"
"BC6","Total family support services (lines BC1 to BC5)","1420","70","1350","201","1621","1551","66","1","0","67","1484","1554",NA,"1550"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","306","0","306","0","306","306","1","0","0","1","305","305",NA,"306"
"BD3","Other youth justice services","75","0","75","0","75","75","0","0","0","0","75","75",NA,"75"
"BD4","Total youth justice (lines BD1 to BD3)","381","0","381","0","381","381","1","0","0","1","380","380",NA,"381"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","213","0","213","81","294","294","0","41","0","41","253","253",NA,"253"
"BE2","Leaving care services","355","0","355","4","359","359","0","0","0","0","359","359",NA,"359"
"BE3","Other other children's and families services","0","0","0","133","133","133","0","0","0","0","133","133",NA,"133"
"BE4","Total other children's and families services (lines BE1 to BE3)","568","0","568","218","786","786","0","41","0","41","745","745",NA,"745"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","15061","541","14520","1867","16928","16387","141","220","0","361","16026","16567",NA,"16167"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","5400","11","5389","0","5400","5389","18","108","0","126","5263","5274",NA,"5281"
"C2","Nursing home placements","0","0","0","11007","11007","11007","4925","1171","0","6096","4911","4911",NA,"9836"
"C3","Residential care home placements","4398","947","3451","11939","16337","15390","7416","1","0","7417","7973","8920",NA,"15389"
"C4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C5","Direct payments","0","0","0","15","15","15","1","0","0","1","14","14",NA,"15"
"C6","Home care","7821","9","7812","5385","13206","13197","2804","3","0","2807","10390","10399",NA,"13194"
"C7","Day care","1118","238","880","960","2078","1840","330","1","0","331","1509","1747",NA,"1839"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C9","Meals","39","5","34","426","465","460","403","0","0","403","57","62",NA,"460"
"C10","Other services to older people","352","3","349","405","757","754","42","0","0","42","712","715",NA,"754"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","19128","1213","17915","30137","49265","48052","15939","1284","0","17223","30829","32042",NA,"46768"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","1222","0","1222","0","1222","1222","2","11","0","13","1209","1209",NA,"1211"
"D2","Nursing home placements","0","0","0","1092","1092","1092","214","332","0","546","546","546",NA,"760"
"D3","Residential care home placements","0","0","0","1792","1792","1792","661","174","0","835","957","957",NA,"1618"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D5","Direct payments","0","0","0","136","136","136","5","0","0","5","131","131",NA,"136"
