"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"West Berkshire UA","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","91","0","91","0","91","91","0","0","0","0","91","91",NA,"91"
"A2","Registration and inspection","128","0","128","0","128","128","0","0","0","0","128","128",NA,"128"
"A3","Complaints procedures","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","219","0","219","0","219","219","0","0","0","0","219","219",NA,"219"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","3002","83","2919","0","3002","2919","0","0","114","114","2805","2888",NA,"2805"
"BA2","GALRO","60","0","60","0","60","60","0","0","0","0","60","60",NA,"60"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","3062","83","2979","0","3062","2979","0","0","114","114","2865","2948",NA,"2865"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","913","81","832","1744","2657","2576","20","0","3","23","2553","2634",NA,"2573"
"BB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BB3","Fostering services","236","0","236","1112","1348","1348","0","0","0","0","1348","1348",NA,"1348"
"BB4","Other children looked after services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BB5","Total children looked after (lines BB1 to BB4)","1149","81","1068","2856","4005","3924","20","0","3","23","3901","3982",NA,"3921"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","0","0","0","247","247","247","0","0","0","0","247","247",NA,"247"
"BC2","Services for under 8s","2","0","2","15","17","17","0","0","9","9","8","8",NA,"8"
"BC3","Home care","100","0","100","0","100","100","0","0","0","0","100","100",NA,"100"
"BC4","Equipment and adaptations","16","0","16","0","16","16","0","0","0","0","16","16",NA,"16"
"BC5","Other family support services","87","0","87","77","164","164","0","0","32","32","132","132",NA,"132"
"BC6","Total family support services (lines BC1 to BC5)","205","0","205","339","544","544","0","0","41","41","503","503",NA,"503"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","113","0","113","0","113","113","0","0","46","46","67","67",NA,"67"
"BD3","Other youth justice services","41","0","41","0","41","41","0","0","31","31","10","10",NA,"10"
"BD4","Total youth justice (lines BD1 to BD3)","154","0","154","0","154","154","0","0","77","77","77","77",NA,"77"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","0","0","0","137","137","137","0","0","38","38","99","99",NA,"99"
"BE2","Leaving care services","0","0","0","68","68","68","0","0","0","0","68","68",NA,"68"
"BE3","Other other children's and families services","67","0","67","115","182","182","0","0","79","79","103","103",NA,"103"
"BE4","Total other children's and families services (lines BE1 to BE3)","67","0","67","320","387","387","0","0","117","117","270","270",NA,"270"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","4637","164","4473","3515","8152","7988","20","0","352","372","7616","7780",NA,"7636"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","1190","24","1166","0","1190","1166","0","0","50","50","1116","1140",NA,"1116"
"C2","Nursing home placements","0","0","0","2749","2749","2749","966","0","2","968","1781","1781",NA,"2747"
"C3","Residential care home placements","2564","258","2306","2220","4784","4526","1466","0","163","1629","2897","3155",NA,"4363"
"C4","Supported and other accommodation","0","0","0","63","63","63","0","0","63","63","0","0",NA,"0"
"C5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C6","Home care","2040","0","2040","1869","3909","3909","609","0","200","809","3100","3100",NA,"3709"
"C7","Day care","529","23","506","4","533","510","105","0","6","111","399","422",NA,"504"
"C8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C9","Meals","225","0","225","43","268","268","37","0","0","37","231","231",NA,"268"
"C10","Other services to older people","78","0","78","77","155","155","0","0","0","0","155","155",NA,"155"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","6626","305","6321","7025","13651","13346","3183","0","484","3667","9679","9984",NA,"12862"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","527","11","516","0","527","516","0","0","26","26","490","501",NA,"490"
"D2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D3","Residential care home placements","0","0","0","366","366","366","126","0","0","126","240","240",NA,"366"
"D4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D6","Home care","279","0","279","441","720","720","37","0","0","37","683","683",NA,"720"
"D7","Day care","232","16","216","116","348","332","0","0","0","0","332","348",NA,"332"
"D8","Equipment and adaptations","146","0","146","0","146","146","0","0","0","0","146","146",NA,"146"
"D9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"D10","Other services to adults with a physical disability or sensory impairment","64","0","64","112","176","176","4","0","1","5","171","171",NA,"175"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC (LINES D1 to D10)","1248","27","1221","1035","2283","2256","167","0","27","194","2062","2089",NA,"2229"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","533","0","533","0","533","533","0","0","43","43","490","490",NA,"490"
"E2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E3","Residential care home placements","28","22","6","4821","4849","4827","1412","0","11","1423","3404","3426",NA,"4816"
"E4","Supported and other accommodation","19","15","4","308","327","312","28","0","28","56","256","271",NA,"284"
"E5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E6","Home care","80","0","80","0","80","80","0","0","0","0","80","80",NA,"80"
"E7","Day care","995","173","822","310","1305","1132","1","0","63","64","1068","1241",NA,"1069"
"E8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E10","Other services to adults with learning disabilities","57","0","57","45","102","102","0","0","0","0","102","102",NA,"102"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES (LINES E1 to E10)","1712","210","1502","5484","7196","6986","1441","0","145","1586","5400","5610",NA,"6841"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","859","0","859","0","859","859","0","0","132","132","727","727",NA,"727"
"F2","Nursing home placements","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F3","Residential care home placements","0","0","0","288","288","288","41","0","0","41","247","247",NA,"288"
"F4","Supported and other accommodation","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F6","Home care","68","0","68","0","68","68","0","0","0","0","68","68",NA,"68"
"F7","Day care","189","26","163","19","208","182","0","0","3","3","179","205",NA,"179"
"F8","Equipment and adaptations","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F9","Meals","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F10","Other services to adults with mental health needs","56","0","56","29","85","85","0","0","0","0","85","85",NA,"85"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS (LINES F1 to F10)","1172","26","1146","336","1508","1482","41","0","135","176","1306","1332",NA,"1347"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"G2","Unaccompanied children","10","0","10","0","10","10","0","0","8","8","2","2",NA,"2"
"G3","Families","24","0","24","0","24","24","0","0","28","28","-4","-4",NA,"-4"
"G4","Lone adults","43","0","43","0","43","43","0","0","43","43","0","0",NA,"0"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","77","0","77","0","77","77","0","0","79","79","-2","-2",NA,"-2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"H2","HIV/AIDS","0","0","0","3","3","3","0","0","0","0","3","3",NA,"3"
"H3","Substance abuse (addictions)","0","0","0","30","30","30","0","0","0","0","30","30",NA,"30"
"H4","Other other adult services","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"H5","TOTAL OTHER ADULT SERVICES (LINES H1 to H4)","0","0","0","33","33","33","0","0","0","0","33","33",NA,"33"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","TOTAL PSS (LINES A4+B1+C11+D11+E11+F11+G5+H5)","15691","732","14959","17428","33119","32387","4852","0","1222","6074","26313","27045",NA,"31165"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1064",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","ACTUAL TOTAL NET COST (LINES I1+J1+K1-L1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25981",NA,NA
NA,"(This should match total social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
