"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Enfield","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","798","0","798","0","798","798","0","0","0","0","798","798",NA,"798"
"A2","Registration and inspection","674","1","673","0","674","673","120","0","14","134","539","540",NA,"659"
"A3","Complaints procedures","84","0","84","0","84","84","0","0","0","0","84","84",NA,"84"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","1556","1","1555","0","1556","1555","120","0","14","134","1421","1422",NA,"1541"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","3227","7","3220","0","3227","3220","0","0","0","0","3220","3227",NA,"3220"
"BA2","GALRO","80","0","80","14","94","94","0","0","0","0","94","94",NA,"94"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","3307","7","3300","14","3321","3314","0","0","0","0","3314","3321",NA,"3314"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","644","30","614","4158","4802","4772","16","0","0","16","4756","4786",NA,"4772"
"BB2","Secure accommodation (welfare)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BB3","Fostering services","1956","2","1954","1611","3567","3565","1","0","0","1","3564","3566",NA,"3565"
"BB4","Other children looked after services","582","1","581","211","793","792","0","0","0","0","792","793",NA,"792"
"BB5","Total children looked after (lines BB1 to BB4)","3182","33","3149","5980","9162","9129","17","0","0","17","9112","9145",NA,"9129"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","1830","171","1659","0","1830","1659","6","0","0","6","1653","1824",NA,"1659"
"BC2","Services for under 8s","101","0","101","0","101","101","0","0","0","0","101","101",NA,"101"
"BC3","Home care","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BC4","Equipment and adaptations","21","0","21","0","21","21","0","0","1","1","20","20",NA,"20"
"BC5","Other family support services","388","0","388","33","421","421","0","0","0","0","421","421",NA,"421"
"BC6","Total family support services (lines BC1 to BC5)","2340","171","2169","33","2373","2202","6","0","1","7","2195","2366",NA,"2201"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","391","0","391","0","391","391","0","0","29","29","362","362",NA,"362"
"BD3","Other youth justice services","434","0","434","0","434","434","0","0","46","46","388","388",NA,"388"
"BD4","Total youth justice (lines BD1 to BD3)","825","0","825","0","825","825","0","0","75","75","750","750",NA,"750"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","931","0","931","0","931","931","0","0","26","26","905","905",NA,"905"
"BE2","Leaving care services","243","1","242","0","243","242","2","0","12","14","228","229",NA,"230"
"BE3","Other other children's and families services","11","0","11","0","11","11","0","0","0","0","11","11",NA,"11"
"BE4","Total other children's and families services (lines BE1 to BE3)","1185","1","1184","0","1185","1184","2","0","38","40","1144","1145",NA,"1146"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B1","TOTAL CHILDREN'S AND FAMILIES SERVICES (LINES BA3+BB5+BC6+BD4+BE4)","10839","212","10627","6027","16866","16654","25","0","114","139","16515","16727",NA,"16540"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C:","OLDER PEOPLE (AGED 65 OR OVER) INCLUDING OLDER MENTALLY ILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C1","Assessment and care management","1710","12","1698","0","1710","1698","0","0","11","11","1687","1699",NA,"1687"
"C2","Nursing home placements","5","3","2","5957","5962","5959","2731","0","1350","4081","1878","1881",NA,"4609"
"C3","Residential care home placements","4540","381","4159","10309","14849","14468","6709","0","948","7657","6811","7192",NA,"13520"
"C4","Supported and other accommodation","0","0","0","47","47","47","0","0","0","0","47","47",NA,"47"
"C5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"C6","Home care","5854","3","5851","3783","9637","9634","678","0","135","813","8821","8824",NA,"9499"
"C7","Day care","1514","181","1333","104","1618","1437","97","0","1","98","1339","1520",NA,"1436"
"C8","Equipment and adaptations","315","0","315","0","315","315","1","0","4","5","310","310",NA,"311"
"C9","Meals","0","0","0","425","425","425","239","0","0","239","186","186",NA,"425"
"C10","Other services to older people","499","1","498","0","499","498","0","0","12","12","486","487",NA,"486"
"C11","TOTAL OLDER PEOPLE (LINES C1 to C10)","14437","581","13856","20625","35062","34481","10455","0","2461","12916","21565","22146",NA,"32020"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D:","ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY OR SENSORY IMPAIRMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D1","Assessment and care management","911","2","909","0","911","909","0","0","75","75","834","836",NA,"834"
"D2","Nursing home placements","1","1","0","277","278","277","42","0","0","42","235","236",NA,"277"
"D3","Residential care home placements","0","1","-1","1055","1055","1054","416","0","0","416","638","639",NA,"1054"
"D4","Supported and other accommodation","1","0","1","0","1","1","0","0","0","0","1","1",NA,"1"
"D5","Direct payments","0","0","0","39","39","39","0","0","0","0","39","39",NA,"39"
"D6","Home care","592","0","592","383","975","975","69","0","14","83","892","892",NA,"961"
"D7","Day care","593","184","409","83","676","492","21","0","0","21","471","655",NA,"492"
"D8","Equipment and adaptations","99","0","99","0","99","99","1","0","6","7","92","92",NA,"93"
"D9","Meals","0","0","0","213","213","213","120","0","0","120","93","93",NA,"213"
"D10","Other services to adults with a physical disability or sensory impairment","128","0","128","0","128","128","0","0","0","0","128","128",NA,"128"
"D11","TOTAL ADULTS AGED UNDER 65 WITH A PHYSICAL DISABILITY ETC (LINES D1 to D10)","2325","188","2137","2050","4375","4187","669","0","95","764","3423","3611",NA,"4092"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E:","ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1","Assessment and care management","1002","6","996","0","1002","996","0","0","98","98","898","904",NA,"898"
"E2","Nursing home placements","0","0","0","102","102","102","23","0","0","23","79","79",NA,"102"
"E3","Residential care home placements","0","0","0","9737","9737","9737","3148","0","1816","4964","4773","4773",NA,"7921"
"E4","Supported and other accommodation","1209","1","1208","468","1677","1676","165","0","3","168","1508","1509",NA,"1673"
"E5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"E6","Home care","33","0","33","22","55","55","4","0","1","5","50","50",NA,"54"
"E7","Day care","2247","78","2169","1122","3369","3291","95","0","770","865","2426","2504",NA,"2521"
"E8","Equipment and adaptations","4","0","4","0","4","4","0","0","2","2","2","2",NA,"2"
"E9","Meals","0","0","0","35","35","35","20","0","0","20","15","15",NA,"35"
"E10","Other services to adults with learning disabilities","94","1","93","0","94","93","0","0","13","13","80","81",NA,"80"
"E11","TOTAL ADULTS AGED UNDER 65 WITH LEARNING DISABILITIES (LINES E1 to E10)","4589","86","4503","11486","16075","15989","3455","0","2703","6158","9831","9917",NA,"13286"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F:","ADULTS AGED UNDER 65 WITH  MENTAL HEALTH NEEDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"F1","Assessment and care management","1548","1","1547","0","1548","1547","0","0","494","494","1053","1054",NA,"1053"
"F2","Nursing home placements","0","0","0","136","136","136","10","0","14","24","112","112",NA,"122"
"F3","Residential care home placements","0","23","-23","2205","2205","2182","786","0","0","786","1396","1419",NA,"2182"
"F4","Supported and other accommodation","51","1","50","1600","1651","1650","1121","0","0","1121","529","530",NA,"1650"
"F5","Direct payments","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"F6","Home care","33","0","33","22","55","55","4","0","1","5","50","50",NA,"54"
"F7","Day care","613","2","611","36","649","647","1","0","0","1","646","648",NA,"647"
"F8","Equipment and adaptations","2","0","2","0","2","2","0","0","0","0","2","2",NA,"2"
"F9","Meals","0","0","0","35","35","35","20","0","0","20","15","15",NA,"35"
"F10","Other services to adults with mental health needs","430","0","430","0","430","430","0","0","0","0","430","430",NA,"430"
"F11","TOTAL ADULTS AGED UNDER 65 WITH MENTAL HEALTH NEEDS (LINES F1 to F10)","2677","27","2650","4034","6711","6684","1942","0","509","2451","4233","4260",NA,"6175"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G:","ASYLUM SEEKERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"G1","Assessment and care management","436","0","436","0","436","436","0","0","0","0","436","436",NA,"436"
"G2","Unaccompanied children","58","0","58","595","653","653","0","0","0","0","653","653",NA,"653"
"G3","Families","2950","0","2950","5691","8641","8641","0","0","7","7","8634","8634",NA,"8634"
"G4","Lone adults","2303","0","2303","3321","5624","5624","2068","0","0","2068","3556","3556",NA,"5624"
"G5","TOTAL ASYLUM SEEKERS (LINES G1 to G4)","5747","0","5747","9607","15354","15354","2068","0","7","2075","13279","13279",NA,"15347"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H:","OTHER ADULT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"H1","Assessment and care management","188","0","188","0","188","188","0","0","0","0","188","188",NA,"188"
"H2","HIV/AIDS","295","2","293","27","322","320","4","0","21","25","295","297",NA,"299"
"H3","Substance abuse (addictions)","261","2","259","334","595","593","52","0","1","53","540","542",NA,"592"
"H4","Other other adult services","827","0","827","0","827","827","6","0","22","28","799","799",NA,"805"
"H5","TOTAL OTHER ADULT SERVICES (LINES H1 to H4)","1571","4","1567","361","1932","1928","62","0","44","106","1822","1826",NA,"1884"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I:","TOTAL PERSONAL SOCIAL SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"I1","TOTAL PSS (LINES A4+B1+C11+D11+E11+F11+G5+H5)","43741","1099","42642","54190","97931","96832","18796","0","5947","24743","72089","73188",NA,"90885"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J1","SUPPORTED EMPLOYMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"K1","OTHER NON-PSS EXPENDITURE BY SOCIAL SERVICES DEPARTMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5974",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L1","SPECIFIC GOVERNMENT GRANTS (Inside and outside Aggregated External Finance)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16440",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M1","ACTUAL TOTAL NET COST (LINES I1+J1+K1-L1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62760",NA,NA
NA,"(This should match total social services expenditure in the local authority's accounts)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
