"PSS EXPENDITURE IN 2000-2001 INCL SSMSS COSTS ALLOCATED TO SERVICE LINES ON A PRO-RATA BASIS","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","PSS EX1 Return for 2000-2001","...15","...16"
"All amounts are in £ thousands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Poole UA","GROSS TOTAL COST (Current expenditure including capital charges)",NA,NA,NA,NA,NA,"INCOME",NA,NA,NA,"NET","NET",NA,"GROSS"
"Service",NA,"Own provision (including joint arrangements)",NA,NA,"Provision","Total (including joint arrangements)",NA,"Client","Joint","Other","TOTAL","CURRENT","TOTAL",NA,"CURRENT"
NA,NA,"Expenditure","Capital","Expenditure","by others","Expenditure","Expenditure","contributions","arrangements","income","INCOME","EXPENDITURE","COST",NA,"EXPENDITURE"
NA,NA,"including","charges","excluding",NA,"including","excluding","(Sales,",NA,NA,"(including",NA,NA,NA,NA
NA,NA,"capital",NA,"capital",NA,"capital","capital","Fees and",NA,NA,"joint",NA,NA,NA,NA
NA,NA,"charges",NA,"charges",NA,"charges","charges","Charges)",NA,NA,"arrangements)",NA,NA,NA,NA
"col A","col B","col C","col D","col E = C - D","col F","Col G = C + F","Col H = E + F","col I","col J","col K","col L = (I to K)","col M = H - L","col N = G - L",NA,NA
"A:","SERVICE STRATEGY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A1","Strategic management","123","0","123","0","123","123","0","0","0","0","123","123",NA,"123"
"A2","Registration and inspection","118","0","118","0","118","118","0","0","70","70","48","48",NA,"48"
"A3","Complaints procedures","46","0","46","0","46","46","0","0","0","0","46","46",NA,"46"
"A4","TOTAL SERVICE STRATEGY (LINES A1 to A3)","287","0","287","0","287","287","0","0","70","70","217","217",NA,"217"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B:","CHILDREN'S AND FAMILIES SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA:","Children's services - commissioning and social work",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA1","Commissioning and social work (excluding GALRO)","1700","66","1634","14","1714","1648","0","0","17","17","1631","1697",NA,"1631"
"BA2","GALRO","126","0","126","0","126","126","0","0","0","0","126","126",NA,"126"
"BA3","Total children's services - commissioning and social work (lines BA1 to BA2)","1826","66","1760","14","1840","1774","0","0","17","17","1757","1823",NA,"1757"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB:","Children looked after",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB1","Children's homes","22","8","14","1095","1117","1109","0","0","0","0","1109","1117",NA,"1109"
"BB2","Secure accommodation (welfare)","0","0","0","15","15","15","0","0","0","0","15","15",NA,"15"
"BB3","Fostering services","1911","8","1903","4","1915","1907","0","4","0","4","1903","1911",NA,"1903"
"BB4","Other children looked after services","23","0","23","0","23","23","0","0","7","7","16","16",NA,"16"
"BB5","Total children looked after (lines BB1 to BB4)","1956","16","1940","1114","3070","3054","0","4","7","11","3043","3059",NA,"3043"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC:","Family support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BC1","Family centres","241","71","170","0","241","170","0","0","1","1","169","240",NA,"169"
"BC2","Services for under 8s","122","0","122","0","122","122","0","0","4","4","118","118",NA,"118"
"BC3","Home care","0","0","0","79","79","79","0","0","0","0","79","79",NA,"79"
"BC4","Equipment and adaptations","19","0","19","0","19","19","0","0","0","0","19","19",NA,"19"
"BC5","Other family support services","496","0","496","33","529","529","0","0","25","25","504","504",NA,"504"
"BC6","Total family support services (lines BC1 to BC5)","878","71","807","112","990","919","0","0","30","30","889","960",NA,"889"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD:","Youth justice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BD1","Secure accommodation (justice)","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0"
"BD2","Youth offender teams","12","0","12","57","69","69","0","0","0","0","69","69",NA,"69"
"BD3","Other youth justice services","69","0","69","0","69","69","0","0","0","0","69","69",NA,"69"
"BD4","Total youth justice (lines BD1 to BD3)","81","0","81","57","138","138","0","0","0","0","138","138",NA,"138"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE:","Other children's and families services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BE1","Adoption services","175","0","175","0","175","175","0","0","0","0","175","175",NA,"175"
"BE2","Leaving care services","84","0","84","0","84","84","0","0","0","0","84","84",NA,"84"
"BE3","Other other children's and families services","66","0","66","0","66","66","0","0","0","0","66","66",NA,"66"
"BE4","Total other children's and families services (lines BE1 to BE3)","325","0","325","0","325","325","0","0","0","0","325","325",NA,"325"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
